comment_id,language,category,comment,english_translation,rule_verdict
C017606,Tanglish,Hate Speech,Adei idhu Godfather Padam Da ennada apdiye eduthu vechirukeenga 🤣,,Safe
C017609,Telugu,Hate Speech,హత్యకు ప్లాన్ చేశారా ఒక మంత్రికి ఎంత సెక్యూరిటీ ఉంటుందో తెలుసా అంత మంది సెక్యూరిటీ ని తప్పించుకొని సామాన్యులు మంత్రిని హత్య చేసేంత ఉంటుందామంత్రిని కాపాడలేకపోతే ఆ సెక్యూరిటీ లకు ప్రజల సొమ్ముతో జీతాలు ఎందుకు ఇస్తున్నట్టు,,Safe
C017611,Tamil,Offensive,ஹா! ஹா! அடேய்களா... என்னங்கடா இது 2 நிமிச டீசரே 2 மணி நேரம் ஓடுர மாதிரி இருக்கு?! டீசர பார்க்கும் போதே தெரியுது படத்தோட ஸ்கிரின்ப்ளே எப்படினு!,,Safe
C017612,Roman Telugu,Hate Speech,Gounu leduga anduke intlo tongunnadu bayataki vaste ummivestarani,,Safe
C017615,Tanglish,Offensive,Antha 4.8 dislikes Baba fans Thana hahaha,,Safe
C017617,Tanglish,Hate Speech,"Jayalalitha face reaction avlo alaka erukum, evala evan da select panathu, kevalama eruku eva reaction",,Offensive
C017619,Tanglish,Offensive,Avengersku Tamilnadula aall selectionah.... irukara Super hero pathalanu ivaru Vera..,,Safe
C017620,Tamil,Hate Speech,சுன்னியர் நாயக்கர் னு. அடே ரெட்டி நாயக்கர் ஷெட்டி லாம் தெலுங்கு கன்னட துளு சமூகங்கள் டா. அது கூட தெரியாம. சரி வுடு நானும் சேர நாட்டு அந்தணன் வாழ்த்துகள் சொல்லமாட்டேன்,,Offensive
C017622,Roman Telugu,Hate Speech,meeku assalu em matladalo kuudaa telidu edho vagali vaagutaaru envy pedda leader vii envy cheppinde nizam enduku paniki maalina debate lu,,Safe
C017624,Roman Telugu,Hate Speech,Dhini gudha pandhulu kukkalu gulliyya,,Safe
C017626,Tamil,Offensive,அரசியல் படம் எடுப்பது லாபத்திற்காக அப்டின்னு சொல்பவன் எல்லாம் தமிழ்நாட்டிலயே இருகாதிங்கடா எங்கயாவது போய்டுங்க,,Safe
C017629,Roman Telugu,Hate Speech,siggu vundali amma jagan lanti erripuk kanna anduku,,Offensive
C017631,Tanglish,Hate Speech,Dei idhuve meedhi kaasu thaanda,,Safe
C017632,Tanglish,Offensive,"Romba overa tha poramo povom, enna pannituvanga But, trailer nalla irukku pa",,Safe
C017633,Tamil,Hate Speech,யாரெல்லாம் இந்த படத்த எதிர்க்கராங்கலோ அந்த நாய்களுக்குதா இந்த படம் வாழ்த்துக்கள் மோகன்,,Hate Speech
C017635,Tanglish,Hate Speech,Csk csk csk nu kaathura maathiri iruku....,,Safe
C017642,Tanglish,Offensive,Daii kekka bekka short film copy adichitangala🤣🤣🤣,,Safe
C017644,Tanglish,Offensive,Ennagada 81k views 97k likes,,Safe
C017645,Tanglish,Offensive,"Wtf man,75k dislikes,wats der to hate in diz trailer🤦‍",,Safe
C017648,Roman Telugu,Hate Speech,idokkate nijamgaa manassulo nundi vacchina mata babu gaariki,,Safe
C017657,Tanglish,Offensive,Video paakamale dislike poda mudiyathaa.....you tube la appadi oru option kondu vanga intha karumathala paakka mudila.....hathaa....🤣🤣🤣.....,,Safe
C017658,Tanglish,Hate Speech,Ajithukku ajith fans viswasam kaamikaama kusuvasam kaamikuranga...Sivakarthikeyan fan da,,Safe
C017662,Tanglish,Hate Speech,Dai Idhan Da Micha Kasu,,Safe
C017665,Roman Telugu,Hate Speech,Jagan meeda jaganke visvasam ledu anduke ea loffer panulu,,Safe
C017669,Roman Telugu,Hate Speech,oka china paapanu penchutunnaaru meeku manassuku satakoti vandanaalu ganesh garu,,Safe
C017680,Tanglish,Hate Speech,SC thevdyapasangala hero va kaatratha oru trend ah eduthutu varanunga vesi mavanunga,,Hate Speech
C017682,Telugu,Hate Speech,పాపం అతను ఒక ఉద్యోగి అతను సాక్షి దినపత్రిక ఓనర్ కాదు అతన్ని పట్టుకొని ఎందుకురా నీకు,,Safe
C017685,Roman Telugu,Hate Speech,annaku ardhamayindi ee paataku andaruu parugetti potarani,,Safe
C017699,Tanglish,Offensive,Yanda pasangala chi pongada nengalum cinemavum unga ennam ci,,Safe
C017700,Telugu,Hate Speech,తైతక్కకి కూడా పెద్ద బొక్క పడిందంట కదా,,Safe
C017703,Telugu,Hate Speech,ADHI....మతాల మద్య చిచ్చు పెట్టే ఎదవల ను..వాల్లు నమ్మిన దేవుడు కూడా క్షమించడు...జైహింద్...జై శ్రీరాం,,Safe
C017705,Tanglish,Hate Speech,Thalapathi ley Natpu naa enna ne sonnango namma Mani saareh .. Ippo natpu nambathey sollarago inthe ccv trailer leh .. naaalllaaaaaa soaka ilikithuuu ..,,Safe
C017711,Tanglish,Hate Speech,Sathyamaaa oruu physcovalaaa matuudhaaa indhaaa padathaaa paakaa mudiyummm,,Safe
C017714,Roman Telugu,Hate Speech,Evrithe e joke ki navvado vadu oh peddh eripuk gaadu,,Safe
C017717,Tanglish,Offensive,Nala vella nan pink pakkla parthu irundha indha padam enaku impactfull iruthurukadhu Ajith Who all didn't watch pink like here,,Safe
C017718,Telugu,Hate Speech,జీవితాంతం గాలికే వదిలేస్తారు,,Safe
C017719,Tamil,Hate Speech,அடப்பாவிங்கள.....இதை...போய்...கபாலி கூட compare பன்றிகளே....? கபாலி teaser ஓரம் கூட...... பைரவ டீஸர் வராது...! waste..!,,Safe
C017722,Telugu,Hate Speech,నువ్వు మాత్రం డబ్బులేస్తే ముష్టి వాడి పక్కన అయినా పడుకుంటావు,,Safe
C017724,Roman Telugu,Hate Speech,mp gaari phone hand over chesukoni forensic lab kii pampali,,Safe
C017731,Telugu,Hate Speech,దాసరి నారాయణ అనే టైటిల్ ఏంటి ఆర్కే దాసరి నారాయణ రావు అని టైటిల్ పెట్టు ఇక్కడ కూడా నీ బుద్ధి చూపిస్తున్నావు,,Safe
C017734,Kanglish,Offensive,sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu,,Offensive
C017736,Kanglish,Offensive,2k dislikes rashmika maandanna fanss,,Safe
C017737,Tanglish,Hate Speech,sema wow pakka allu alludhu la bairavaa da Ajith fans la bayandhu thirumbi poda,,Safe
C017745,Telugu,Hate Speech,కోడెల శివప్రసాద్ అందుకే రా నువ్వు తొందరగా తెచ్చావ్,,Safe
C017749,Roman Telugu,Hate Speech,asalu aem undhi raa akkada potta okati undhi akkada,,Safe
C017751,Roman Telugu,Hate Speech,Inthavaraku Oka ysrcp mla velli Subrahmanyam family ni kalisi matladaledu miru em sc minister ra miru em Cm thu,,Safe
C017754,Tanglish,Offensive,Karthi Anna Kola Mass....Vettaydave Veriyodu Suthuran.... #KaithiDiwali..,,Safe
C017761,Tanglish,Offensive,#Kaithi very very very intense adikraam paaru #bigiluku aapu,,Safe
C017763,Kanglish,Offensive,Hi nane ashwathama,,Safe
C017767,Tanglish,Offensive,Adei... youtube ethuku Hang ana 483k laya 30 min ah iruku,,Safe
C017771,Tanglish,Hate Speech,Mookaya iruku Evan da editor uh,,Safe
C017793,Roman Telugu,Hate Speech,om namo venkatesaya,,Safe
C017804,Roman Telugu,Hate Speech,frist time chustunnara argievy okarini elaa unnaaru ani aduguthe,,Safe
C017806,Kannada,Hate Speech,ಶೆಟ್ಟಿಗಳು ಎಲ್ಲಾ ಈತರ ಕಥೆ ತೆಗಿಯೋದು ಮುಖ್ಯವಲ್ಲ ಕಮರ್ಷಿಯಲ್ ಸಿನಿಮಾ ಮಾಡಿ ತೋರಿಸಿ,,Safe
C017809,Telugu,Hate Speech,పొలం దున్ని బియ్యం పండించడం...పోర్న్ చూసినంత ఈజీ కాదు సామి,,Safe
C017810,Roman Telugu,Hate Speech,ktr chaala manchi gah hyderabad it nee devlope chestunnaru,,Safe
C017812,Tanglish,Hate Speech,Indha Trailer enaku suthama puriyala..Edho solla varanga ennanu theriyala..,,Safe
C017818,Tanglish,Offensive,Visvasm 1.4 milaan like nkp.. 811k like.,,Safe
C017822,Telugu,Hate Speech,భర్త పోయడమే బెంగ లేదు సురేఖకి కూతురికి తల్లి క్లబ్లో తిరుగుతున్నారు,,Safe
C017823,Kannada,Offensive,ನಿನ್ ಹೆಂಡ್ರು ತುಲ್ಲಗೆ ಏನ್ ಇವಾಗ,,Offensive
C017824,Roman Telugu,Hate Speech,Ithea meeru yemi chei leru Ani opukunaru santosam ithea meeru cheappe sollu ennalu vinnandhuku memu sannasulam kaani memu 2024 lo maa vote tho cheigalam,,Offensive
C017825,Tanglish,Offensive,Ayooo... Thala marana mass.... No back ground bgm started... Ennala kantrol panna mudila,,Safe
C017830,Tanglish,Offensive,Mothalla poy.. Mersal Teaser ah Record panitu vaagada. Childra pasangala Kaapan oppanu,,Safe
C017831,Roman Telugu,Hate Speech,power nee misuse cheyani leader dayakar raw garu,,Safe
C017833,Roman Telugu,Hate Speech,chaalaa baagaa chepparu guruvugaaru goppa nayakudu paritaala ravanna johar ravanna,,Safe
C017834,Roman Telugu,Hate Speech,nuv chance isthe vadu ni mokam midane kottesthade,,Safe
C017835,Tanglish,Offensive,Sariyana potti pongalukkutha thalaya &thalaivara,,Safe
C017838,Tanglish,Offensive,"Aadhi mind voice : naama entha vambu thumbukum porathu ila. Inga oru kuthu, anga oru kuthu. Mersal & Viswasam",,Safe
C017841,Tanglish,Offensive,Yow.. editor trailer yeh mukkavasi story solitiyeya...,,Safe
C017849,Telugu,Hate Speech,మీలాంటి అర్థవంతమైన పాటలు ఎవరు కూడా రాయలేరు సార్మీ యు సార్ ఓం శాంతి,,Safe
C017850,Tanglish,Offensive,intha trailer paatha pirahu...yarukelam #Thalapathy64 mela waiting athigama iruku......,,Safe
C017863,Tanglish,Hate Speech,"Dai thevidiya paiya enaku mathamay pudikathu ithula jathi yavathu koothiyavathu ,,, India vey koopai ithula maguna kuppai maggatha kuppai Vera 🤣",,Offensive
C017865,Tanglish,Hate Speech,it's wate now vivegam is king,,Safe
C017873,Tamil,Hate Speech,"மாவீரன் காடுவெட்டியார் ஆசியோடு திரௌபதி மிரட்டுவாள்…!!! இந்த திரைபடம் மூலமா எந்த பிரச்சனை வந்தாலும், அதை உடன் இருந்து, எதிர்கொள்ள தயார்…!!! இவன்- மாவீரன் காடுவெட்டியார் வளர்ப்பு",,Safe
C017885,Kanglish,Offensive,Koltogiro kobrimitayi mukdloge edkond degtin bro,,Safe
C017892,Roman Telugu,Hate Speech,paddatigaa vundandi,,Safe
C017894,Roman Telugu,Hate Speech,kirrak movie cinema gurinchi baad gaa anakandi jai mahesh anna,,Safe
C017899,Roman Telugu,Hate Speech,Tdp Ki idem karma ra,,Safe
C017901,Tanglish,Hate Speech,Ethai evan ethuthalum avan muttal i like,,Offensive
C017907,Tanglish,Offensive,"Wow gripping trailer, but ajith sir beard konjam korachu irukalam",,Safe
C017908,Tamil,Offensive,கவலைப் படாதீங்க ரஜினி சார் 2026 ல யும் இந்த வசனம் பேசுவார்.பேசுவது அவர் இயல்பு வேடிக்கை பார்ப்பது நம் இயல்பு.,,Safe
C017915,Tanglish,Offensive,Hindi venam nu sonna nai idhu.. starting laye hindi la letters varudhu adha pathi indha nai pesuma,,Safe
C017918,Tanglish,Offensive,Dei yennada marvel maari kondu varinga,,Safe
C017920,Roman Telugu,Hate Speech,Ktr gudha ninda pogaru,,Safe
C017922,Tanglish,Hate Speech,Dislike pannravanga rasanai thiran illathavanga so surya anna fans yaarum kavalapadaathinga,,Safe
C017925,Roman Telugu,Hate Speech,sanjay kumari first ma raja singh free cheyandhi ledhu ante mi moddalo party vachina 1 vote luda vundhahiu,,Offensive
C017931,Tanglish,Offensive,Ennada ithu pithalatam a iruku Ad la pattas trailer lam varudhu ipdi yellam promotion panni views etha aarambichuteengala,,Safe
C017933,Tanglish,Offensive,Evanavthu pongal ku varamari iruntha apdiye odidu Varathu Thalaivar.... Hope viswasam and petta as BLOCKBUSTER,,Safe
C017935,Kanglish,Offensive,Parthasarathi hahaha,,Safe
C017938,Tanglish,Offensive,#Bigil Ah vida views kammi Ah iruku,,Safe
C017940,Tanglish,Offensive,polis kaaaran kathamee rimes ahhdaaaa solluvangeee #surya haters,,Safe
C017942,Telugu,Hate Speech,రాజ శేఖర్ రెడ్డేమీ ప్రజాక్షేమం కోరే గొప్ప మనసున్న మనిషి కాదు ఆయన “మహా మేత” అయితే ఆయన కొడుకు జగన్ తండ్రిని మించిన “మహా మహా మేత”,,Safe
C017948,Telugu,Hate Speech,యాంకర్ ఏంటి బయ్యా ఎక్సపోసింగ్,,Safe
C017951,Tanglish,Hate Speech,Dei Ena Trailer da saami,,Safe
C017954,Roman Telugu,Hate Speech,entha cute couple abbaa,,Safe
C017958,Kanglish,Hate Speech,Tappenu illa guru nijvaglu super.. Tik tok support madovrige kelge mele guta odibeku guru..,,Safe
C017964,Tanglish,Hate Speech,Ama la nanga para pulingo sna appdiay erukadum aothla angaluku avomanam eilla sariya ..aoduthavanuku ponu mala aosha paddathanu sla arla neenga kadvila eilla pariya myrupudingiya Konjam kasu konjam uonga kalla nakura uonga jathi Veri pudicha d.......... pashanga....lai oru k....uonglala seiya mudiyathula naingla,,Hate Speech
C017965,Tanglish,Hate Speech,Mannum engaldhu ponnum engaldhu evanacham Kai vatchiga chettiyarga unga Thalaya eduthuruvo,,Safe
C017970,Roman Telugu,Hate Speech,annichotla ilaage badha pedutunnaru saar pooliisulu,,Safe
C017972,Telugu,Hate Speech,పర్మిషన్ ఏందుకు ఇవ్వాలి ఇంతకు ముందు వాడు చేసినవాటికి శిక్ష వేయకుండా స్వేచ్ఛ పేరుతో మళ్లీ పర్మిషన్ ఏందుకు ఇస్తారు,,Safe
C017973,Tamil,Offensive,என்ன ஜி படம் ஷங்கர் சார் range la எடுகிறீங்களa்....நானும் தீபாவளி கு வரும் கிறிஸ்துமஸ் கு வரும் நியூ year கு வரும் னு எதிர் பார்த்தேன் ...கடைசில பொங்கல் கூட வந்திருச்சு இன்னும் trailer வைச்சு எத்தனை நாள் தான் வோடவிங்க......santanam சார் எங்க இருக்கீங்க....ட்ரைலர் 50 தடவ paartuten,,Safe
C017979,Kannada,Offensive,ಪ್ರಮೋಷನ್ ಕೊರತೆ ಇತ್ತು.. ದಿಯಾ ಸಿನಿಮಾಗೆ.. ಅದ್ಭುತ ಕನ್ನಡ ಚಿತ್ರ..,,Safe
C017981,Roman Telugu,Hate Speech,chaalaa manchi pani chesaaru,,Safe
C017983,Kannada,Offensive,nayak ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ತುಣ್ಣಿ ಇಡ್ಲಿ,,Offensive
C017990,Roman Telugu,Hate Speech,bro delete cheyakapothey ma fans ninnu degenutharu,,Safe
C018002,Tanglish,Offensive,Last line yaaraiyooo solldra mathiri irukku..... Thala,,Safe
C018006,Tanglish,Offensive,#ilayaraja about #BGM : ithu oru aanmai illatha vela'nuthan sollanum..,,Safe
C018007,Roman Telugu,Hate Speech,sanjay annani ante niku paguludu haayi…,,Safe
C018011,Tanglish,Offensive,inna da idhu elllathukkum sirikkuran loosa iruppano,,Offensive
C018013,Tanglish,Offensive,"Gommala ilaiyaraja tune ah mathavan edutha Avan aanmai illathavan,, ippo ilayarajave aduthavan tune eduthurukaru,,,,, Appo ithuku Enna peru",,Safe
C018015,Kannada,Offensive,Parthasarathi ನಿನ್ ಅಮ್ಮನ್ ನ ಕೈಯಾ,,Safe
C018022,Tanglish,Offensive,Any anil fans vanthu kai adichittu dislike pannitu ponga,,Safe
C018023,Tanglish,Offensive,Dai thalaivar ah trending la vera va illa,,Safe
C018028,Tanglish,Offensive,End la illayaraja nu podranga ana music Ludvig V Beethoven odathae 🤔?,,Safe
C018040,Tanglish,Offensive,Simbu pundavayan ennda inthe padathile pottingge,,Offensive
C018044,Roman Telugu,Hate Speech,anna correct cheppinav monna up elections neevu vachindi mammalni help chesinav ippudu memu telamgaanaku vacchi neeku help chestam bjp mim rendu okate anna chaalaa correct cheptunnav anna super anna thanks,,Safe
C018045,Roman Telugu,Hate Speech,ii desham loo anni raajakeeya nayakula vigrahalu ilagey padipovali,,Safe
C018048,Tanglish,Offensive,Agamudayar ( Thanjavur) sarbaga padam 100 nal oda valthukal mamavalavana serupala adikanum entha padatha ekaranathakondum vitrathinga,,Safe
C018050,Kanglish,Offensive,Tag it to bindu lowda.... Avalammana thikana kheya,,Offensive
C018057,Roman Telugu,Hate Speech,Asalem matladuthunnavo neekanna ardham ayithundha,,Safe
C018061,Roman Telugu,Hate Speech,anna super brow,,Safe
C018067,Tamil,Offensive,theme music copied from godfather movie. இது ஆண்மை இல்லாத தனமா தெரியலையா இளையராஜா சார் ???,,Safe
C018068,Tanglish,Hate Speech,Ennada bgm idhu Baga Baga nu,,Safe
C018074,Tanglish,Offensive,Namakku thevai aanantha namma thaan adichu pudunga um,,Safe
C018075,Tanglish,Hate Speech,0:39 First kuninju nikkirathu yaar? Enaku ennamoo avaraa irukkumooo.... Ennada panni vachurukkinga..,,Safe
C018076,Tanglish,Offensive,From thalapathy rasigan...thalaivar massss da deiii... Suburaj superma,,Safe
C018077,Tanglish,Hate Speech,Yenga yethirparpu kammiyathan iruku fan Naga innum yethir pathom,,Safe
C018082,Telugu,Hate Speech,100నిజం సార్ బాగచేప్పరు వెరీ గుడ్,,Safe
C018085,Tanglish,Offensive,Antha 68 Peru Mattu en Kaila kedacha,,Safe
C018093,Roman Telugu,Hate Speech,maa paristhiti kuudaa alaane undhi swami,,Safe
C018094,Roman Telugu,Hate Speech,naresh pottigaane vundura famous gaa vuntav,,Safe
C018098,Kannada,Hate Speech,k ...ಕರ್ನಾಟಕದಲ್ಲಿ ಅತ್ಯಂತ ಭ್ರಷ್ಟರು ಅಂದ್ರೆ ಜೆಡಿಸ್...ಮತ್ತು ಕಾಂಗ್ರೆಸ್.....ಇವರು ನಿಪುಣರು ...ಹಾಗಾಗಿ ಇವರು ತಪ್ಪಿಸಿಕೊಳ್ತಾರೆ......ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದೆ ಮಾತಾಡಬೇಡ.....,,Safe
C018099,Tanglish,Offensive,Naa cartoon pakke poren pogeda,,Safe
C018104,Tanglish,Offensive,Deiii; ithu antha robert deniro padam illa?,,Safe
C018105,Tanglish,Offensive,Jayam Ravi. Verum Hollywood remake layae nadichittu irukkaru. Idhu endha padathoda remake ?,,Safe
C018107,Tanglish,Offensive,Munnadi thamilda hindi ppl copy pannath ippo ulta aayidichaa,,Safe
C018110,Tanglish,Offensive,"Kabali, kaala.. idhellam success pannaliyaa!! Adey madiri kattayam indha mokka padattitum vetri padamakkuvom",,Offensive
C018116,Tanglish,Offensive,makkal selvana ? ivanellam makkal selvana irundha vijay ajith vikram arun vijay ku ellam enna solluvaga ?,,Safe
C018118,Tanglish,Offensive,Ini kunjith ku aappuu dhaan......avan pozhapula kai vechaachu.....,,Safe
C018119,Roman Telugu,Hate Speech,correct gaa super gaa samadhanam chepparu ayyanna paatrudu garu,,Safe
C018120,Tanglish,Offensive,Moka to Ivana yevan padam nadaika sonnan,,Safe
C018121,Tanglish,Hate Speech,Sonathama sambarika theriyatha echa pasanga thana mel jathi ponungala kalayanam panipan video potan. Antha nathari nayungaluku intha padam samarpanam. Ithunala thaanda neengala inum apdiya irukinga,,Safe
C018136,Telugu,Hate Speech,ఎనకటి రెడ్డి కూడా టీవీ స్టూడియోలో కూర్చోవడం తెలుగు వాళ్ళ దుర్భాగ్యం,,Safe
C018140,Telugu,Hate Speech,నీతి నిజాయితీ గా ఉన్న వాళ్ళు కు దైవబలం 100 ఉంటుంది,,Safe
C018142,Kannada,Offensive,Vitthal ನಿಮ್ಮ ಹೈವಾನ್ ಫ್ಲಾಪ್,,Safe
C018143,Tanglish,Offensive,Nalla illa na hollywood edhuruparthen,,Safe
C018146,Kanglish,Offensive,Song is ok.. but it looks remake of tiger zinda hai song - swag se karoonga sab ka swagath..,,Safe
C018148,Tanglish,Offensive,Ini adutha thrill adikaanulla cinema koody aayi,,Safe
C018152,Tanglish,Offensive,Trailer ye pyscho maari than irukku.. oru yelavum purile..,,Safe
C018159,Roman Telugu,Hate Speech,Astrologer Pradeep Joshi pedda book gaadu,,Safe
C018161,Telugu,Hate Speech,భరత మాత ఒడిలోకి ఒరిగి పోయాడు ధన్యుడు అమర్ రహే మళ్ళీ ఒక సైనికుడు లాగ పుడ తాడు,,Safe
C018163,Tanglish,Offensive,Antha 43 k dislike Vijay fan ha than Da erupan,,Safe
C018168,Roman Telugu,Hate Speech,meeru devudu ayya inca maa ayushshu poesukoni 1000 samvatsaraalu batakaali,,Safe
C018172,Tanglish,Offensive,Appo phone ai thatti vitta sivakumar kandippa akshay kumar oda sleeper cell dhaan..,,Safe
C018179,Roman Telugu,Hate Speech,media lu bjp thothulu bjp nee chuusi avaru vote veyaru candidate chuustaaru anni andari kay telusu jai congress,,Safe
C018187,Tanglish,Offensive,Dei sk unakku ithellam over da,,Safe
C018195,Tanglish,Offensive,Vivek Oberoi's Dubbing Voice kevalaaama Irukku... Adhukku Avanaay Nalla paessuvaaan...,,Offensive
C018203,Tanglish,Hate Speech,very good...ippadi padangal neraya varanum....appothaan namma tamilnatla irukura karuppu satta poattu vaela illama suthura pundainga thirunthum....eppadiyum oru naal thirunthithaan aaganum...vaera vali illa...,,Offensive
C018214,Kannada,Offensive,Hands up' ಅವನ ಬರ್ತಾ ಇದಾನೆ...,,Safe
C018216,Kanglish,Offensive,Namdu mind set hege Andre,,Safe
C018218,Tanglish,Offensive,Rajinikanth padam vasoolai muriyadikkara padam athu thala padama than irrukkanum All the best to vivegam for a great success From rajini fans,,Safe
C018221,Tanglish,Hate Speech,"Kangana va sight adika venumnaa filmku polam,Jeyalalitha va laa expect panna mudiyaathu filmla.",,Safe
C018222,Tamil,Hate Speech,அடங்க மறுத்தா அறுத்து போட்றுவோம். டெடிகேட் டு பா ரஞ்சித் மற்றும் திருமா...,,Safe
C018223,Roman Telugu,Hate Speech,kutta paguluddi evadainaani partiny other fance entr anna nee takkuva chesi matladithe,,Safe
C018232,Tanglish,Hate Speech,Intha Varushyam Suriya thaan da....Vijay Ajith thali poi vilaiyadu,,Safe
C018237,Tanglish,Offensive,Dei 10 million views dhan pa vandhurukku Vera yaarumae illaya pa,,Safe
C018239,Tanglish,Offensive,Hindi serial mari iruku,,Safe
C018247,Roman Telugu,Hate Speech,Chance esti champidengala vunnadu aunty ne,,Offensive
C018254,Tamil,Hate Speech,சாதி பெயரை சொல்லி ஆதரவு தெரிவித்த அனைவரையும் விலங்குகள் என நான் நினைக்கிறேன்,,Hate Speech
C018258,Roman Telugu,Hate Speech,meeru laerani note evaru teerchaleru anna,,Safe
C018263,Tamil,Hate Speech,போலி ஜாதி ஒழிப்பு கட்சிகளின் முகமூடி கிழிப்பு. சரக்கு மிடுக்கு குருமா பதில் சொல்லாமல் சிதறி ஓட்டம். ஓசி சோறு சொரிமணி கதறல் புகார். ஏண்டா உங்களுக்கு வந்தா மட்டும் தான் ரத்தமா?,,Safe
C018265,Tanglish,Offensive,En sun tv innum trending la teaser vara mattikinthu yyyy????,,Safe
C018266,Telugu,Hate Speech,తన స్వయం కృషి తో కష్టపడి తన నటనతో ప్రేక్షకుల హృదయాల్లో చెరగని ముద్ర వేసుకున్న మన మెగాస్టార్ చిరంజీవి,,Safe
C018269,Roman Telugu,Hate Speech,neenu chestaanu raa neeku dinner,,Safe
C018273,Tanglish,Offensive,Dislike pandravan odi poidu kolla gandu la iruka like ah potu savaduchuduvan,,Offensive
C018274,Tanglish,Offensive,Ranjith ku serupala adicha mari irukum bro,,Safe
C018275,Roman Telugu,Hate Speech,argievy chaalaa samskaara vantamainamanishi aayana maatachuupupravartana annintiloo samskaaram kottochinatlu,,Safe
C018286,Tamil,Offensive,சாய்பல்லவி மொகறய பார்த்தாலே பத்திகிட்டு வருது கருமம் புடுச்சவ,,Safe
C018291,Tanglish,Offensive,Adichu underwear ohda oda Vida poraaru pongal annaiku.. Unmaya solran ajith fans Neenga paavamda,,Safe
C018296,Roman Telugu,Hate Speech,abba peeke anna ventane photo digudhamu ani ante nivedha akka expression chudali jai pspk,,Safe
C018317,Kanglish,Offensive,Stupid Fans ninnam thullu oor shenda alla ninnamun minda,,Offensive
C018321,Tanglish,Hate Speech,Ponnu mella kaivaikuravan Kai mattum illa uyirayim edukanum nanba,,Safe
C018322,Telugu,Hate Speech,"శభాష్, కొడాలి నాని కి బాగా గడ్డి పెట్టావు.",,Safe
C018323,Roman Telugu,Hate Speech,YCHEEPI goondalaki Bhayam start ayyindi edavalu ki,,Safe
C018328,Kanglish,Offensive,R Amma akka antha baiyokke ellrugu baruthe.. nim manelu hengsru iddare hushaaru,,Safe
C018333,Tanglish,Hate Speech,After reading Comments... Ada pavame ivlo jadi ya da Tamil Natalie.....,,Safe
C018334,Tanglish,Offensive,Mugamoodi part 2 maari erukkum pola,,Safe
C018335,Kannada,Offensive,ಕನ್ನಡದಲ್ಲಿ ಮಾತಾಡು ಪೃಥ್ವಿ...ಇಂಗ್ಲಿಷ್ ಬೇಡ ಇದು ಕರ್ನಾಟಕ,,Safe
C018339,Roman Telugu,Hate Speech,Deeniki doolekkuva kovvu baga patti unnadi,,Safe
C018342,Tanglish,Offensive,Poda deei viswasam marana waiting pongala papom,,Safe
C018344,Telugu,Hate Speech,బూతులు మితిమీరిన శృంగారం విపరీతమైన హింస లేకుండా సినిమా చెయ్యలేని వాళ్ళు ఇది చూసి నేర్చుకోవాలి దయచేసి,,Safe
C018346,Roman Telugu,Hate Speech,Nagavalli died because of this video,,Safe
C018347,Tanglish,Offensive,Ithuvaraikku anbumani intha Tamil naattukku enna pannirukkannu sollungadaa paakkalam ..............,,Safe
C018350,Tamil,Offensive,உணமையாவே இது சைக்கோ படம் தான் ஒன்னுமே புரில,,Safe
C018354,Roman Telugu,Hate Speech,legendary antene nter anr tarvaata chiru aayana sinimaalu nijajeevitaaniki addam padataayi yuvataku disaanirdesam chestaayi evado edho annanta maatraana legend kakunda potara,,Safe
C018364,Kanglish,Offensive,Thooo ni chanalge nai maga,,Safe
C018367,Roman Telugu,Hate Speech,jetla​india nee developed cheyadam evarivalla kaadani telisipoyindi prajalakiunnodi inca unnata lenodiki inca lenanthalife tho bratakaali tappadu,,Safe
C018371,Roman Telugu,Hate Speech,"samsaram kadu, adi vebhicharam",,Safe
C018375,Kanglish,Offensive,jeevanadalli navu chenagiddaga baro sambandakkinta navu novinnali eddaga Namma na a novinninda ache baro hage maduva sambandakke bele kodbeku so ninge ega arta aytu ankotini,,Safe
C018382,Telugu,Hate Speech,"కండలు,ఒంపుసొంపులు beauty and strength వున్నంతసేపు,మనం ఎన్నైన మాట్లాడాతాం, అవి ఒడలిపోయిన fade out తెలుసుకున్న తరువాత అప్పుడేమీ మిగలదు సరయూ",,Safe
C018387,Roman Telugu,Hate Speech,Goppa goppollu ...AP nundi parliament ki vellaru...maa Telangana chala better...anna Maa Telangana lo dikkumalina video samskruthi Inka rale...,,Safe
C018390,Roman Telugu,Hate Speech,interview chesina moorthi gaariki naa abhinandanalu chaala samskaaram gaa chesaaru,,Safe
C018398,Tamil,Hate Speech,ரஜினியையே கிண்டல் பண்றீங்களா இருங்கடா படம் ரிலீஸ் ஆகட்டும்,,Safe
C018399,Tanglish,Offensive,Full story ah trailer la ye sollitinga na..padathuku evan varuvan,,Safe
C018402,Roman Telugu,Hate Speech,Mundhu nuv e cinemala gurinchi apu ayya Nduku niku respect ivaniki radhu m radhu,,Safe
C018403,Telugu,Hate Speech,"హరికథలు, బుర్రకథలు చెబుతాను అని వచ్చి ఎంత పనిచేసేవు....",,Safe
C018405,Kanglish,Offensive,Dabba movie annoru like maadi,,Safe
