comment_id	language	category	comment
C022989	Tamil	Offensive	கோமாளி படுதோல்வி அடையும். தெவடியா மவன் கோமாளி ஒழிக
C022992	Tanglish	Offensive	12:01 ku sollitu ipudi 9:30 ku release pannitigal
C022994	Roman Telugu	Hate Speech	Asalu criminals ku votlu vesi na janalaku sigguledhu first
C023000	Roman Telugu	Hate Speech	okkati kuudaa tiyanavasarm ledhu
C023003	Telugu	Hate Speech	తెలుగు లో మాట్లాడడా అది జగనీస్ కదా కొంప తీసి రమణ గారికి జగనీస్ వచ్చేమో
C023004	Tamil	Hate Speech	திரௌபதி ========== மண்ணையும் பெண்ணையும் காக்க வந்த நாயகி.... நாடக காதலை தோலுரிக்கும் நவீன திரௌபதி..... பிஞ்சில் பழுத்தா வெம்பி தான் வாடும் நஞ்சை சுவைத்தால் மரணம் தான் மிஞ்சும்..... பெற்றவருக்கு தான் தெரியும் வளர்த்த பாரம் சுற்றுபவனுக்கு தெரியுமா வாழ்க்கையின் தூரம்..... அட்டகத்தியில் கல்யாணத்திற்கு முன்பே அனுபவி என்பவன் புரட்சி இயக்குனரா???? கல்யாணம் வரை கன்னியமா இரு என்பவர் சாதிய இயக்குனரா??? காமாலை கண்களுக்கு காண்பதெல்லாம் காமம் தான்.... கன்னிய கண்களுக்கு காண்பதெல்லாம் கடவுள் தான்.... காலா, கபாலி கொம்பன் தேவராட்டம் படியேறும் பெருமாள் அசுரன் வரை வராத சாதிவெறி எப்படி திரௌபதி படத்தின் படசுருக்கத்தை பார்த்ததும்... தீ பிடித்தது... வலியின் குமுறல்கள். ... புரட்சி பேசும் கருப்பு சட்டைகளே கேள்வி கேட்கும் ஊடக வியாபாரிகளே... எங்கே சென்றீர்கள் நவீனாவின் கழுத்து அறுப்பட்டபோது.... எங்கே சென்றீர்கள் திலகவதியின் உயிர் கத்தி குத்தில் பிரிந்தபோது..... எங்கே சென்றீர்கள் காம சிறுத்தைகள் நான்கு, கர்ப்பிணியை கற்பழித்த போது.... ஒரு கண்டன குரல் கூட இல்லையே உங்களிடம்... உங்களின் சமதர்ம சாக்கடையில் காரி உமிழ்கிறோம்.... படத்தை படமா பாருங்கள் எதிர்முனையில் நியாயம் தெரியும்... திருடனுக்கு 🦂 கொட்டினால் வலிக்க தான் செய்யும். கா.தெய்வா.
C023007	Tanglish	Offensive	Thalaivaaaaaaaaaaa Alludhu style.u...Maassss...... Vaera evanavadhu irundhaa Apadiyae vodi poiduu.. Rajinified
C023009	Roman Telugu	Hate Speech	babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi
C023012	Roman Telugu	Hate Speech	village ammai super
C023016	Roman Telugu	Hate Speech	Edu oka suligadu Jai mallanna
C023018	Tamil	Hate Speech	எத்தனை காலம் தான் ஏமாற்றுவாய் இந்த நாட்டிலே...!! விரைவில் பிற்படுத்தப்பட்டோர் புரட்சி...!!!!!! தோழர்கள் கதருங்கள்....
C023019	Kanglish	Offensive	Bari mosa Kano
C023020	Kannada	Offensive	Tiktak uninstal ಮಾಡಿದರೆ ಈ ತುಕಾಲಿ
C023022	Kannada	Offensive	ಗುರು ನಿನ್ ಮೊದಲು ಪಬ್ಜಿ ಡಿಲೀಟ್ ಮಾಡು ಆಮೇಲೆ ಬೇರೆಯವರಿಗೆ ಹೇಳು.
C023024	Roman Telugu	Hate Speech	Jaffa mega family
C023026	Roman Telugu	Hate Speech	, Ass-oya Aunty and Snow Aunty manchi vallu
C023028	Roman Telugu	Hate Speech	nuv inca successful gaa avvalani korukuntunna negative comments pattinchukoku brother nee interview loo nuv padina kashtam vinnanu neenu im very happy too your success
C023037	Kanglish	Offensive	ASN > KGF
C023048	Roman Telugu	Hate Speech	ii love you rakul dhairam gaa undu
C023050	Tanglish	Offensive	joseph vijay is a mix of joseph kuruvilla ,vijay kumar,dharmeshwar
C023053	Tanglish	Offensive	Indha Kalatholo Siva Karthikeyan Nadike Mudiyadhu
C023056	Tanglish	Offensive	hahaa 500cr vfx ? itz like a cartoon
C023060	Tanglish	Offensive	Entha theyuudiya payana da dislike poduran enna pundiku da nee pakkura otha kuthi
C023071	Tanglish	Offensive	Karthi anno ningaal surya annante aniyan alle ingane varu
C023072	Tanglish	Offensive	Padam 10 thadava paathalum trailer ah thirumbavum paaka vandhavanga apdiye oru like pannitu ponga
C023079	Roman Telugu	Hate Speech	​voo pawan jee what aaa idea ur running mock govt with movie style most highlite comedy of pawan garu enjoy jai hind jai jagan
C023084	Roman Telugu	Hate Speech	Ur too intelligent sir me interviews anni chustanu yedho oka message istaru sir
C023088	Roman Telugu	Hate Speech	Meru devudu annalife long meru healthy ga undalani devudu ki pratistunna
C023090	Tamil	Hate Speech	உனக்கு வந்தா இரத்தம் எங்களுக்கு தக்காளி சட்னியா...... இது ஆரம்பம் தான். வெற்றி பயனம் தொடரட்டும்........
C023091	Roman Telugu	Hate Speech	eppatiki oka 200 times chusa kavacchu ee seen kani pratisaari adhe feel adhe goosebumps raviteja acting kii aa voice loo base kii rajamouli direction nee dominate chesina one and onlee hero maas maharaja
C023092	Tanglish	Offensive	Enangada power rangers mega zord fight la varthu 1:37
C023097	Kanglish	Offensive	Corona virus iruvudarinda jana barta illa
C023103	Tanglish	Offensive	Intha teaser la vara kadaisi dialogue remove panna mudiyuma Avar pecha avanga rasigargale kekamatengranga apuram ethuku intha dialogue
C023117	Tanglish	Offensive	Naa paathuten da.. 40th view da... Oooooo.. Vera level
C023118	Roman Telugu	Hate Speech	manchi vagdhati manchi nayakatva lakshanaalu unna manasunna nayakudu maa ragu anna jai bheem jai bharat
C023120	Roman Telugu	Hate Speech	kadanna navvi navvi chachipothe evaru responsibility anna super anna
C023122	Tanglish	Offensive	Kangna raut big fan like hete
C023123	Roman Telugu	Hate Speech	joginder:bhoompak ayaega deepak: tante ni pellam puku padutavu
C023127	Tanglish	Hate Speech	un like panravauga mayandi kudumbathar moviela vara virumandi kudumbathar groupla sernthavanunga pola
C023128	Tamil	Hate Speech	இந்த படத்தால நீங்க எந்த அளவுக்கு அசிங்கப்பட போறீங்க பாருங்கடா.
C023134	Tanglish	Offensive	Vigay pans still shouting....pink remake daw daw daw...🤣🤣🤣🤣🤣🤣
C023137	Tanglish	Hate Speech	Dai ithu enga Amma vada ithu....ethoo bomma mathiri iruku...
C023143	Tanglish	Hate Speech	Unmailiye namma sudhandiram British karanga kitta vaangi arasiyalvadhinga kitta kuduthuttom
C023145	Tanglish	Hate Speech	Hai naksal yarume koluperi savu kaga poradrathuku Ella Athu Avangaloda kastathu kaga urime Yoda poratam
C023148	Tanglish	Offensive	Siva is bigger star than Akshay Kumar
C023150	Roman Telugu	Hate Speech	hotsoff too you brow ii mattalu aandhru ardham chesuko vaali
C023159	Tanglish	Offensive	Voice quality konjam increase panni irukkalam..
C023161	Telugu	Hate Speech	బాగా టికెట్లు కొని వాళ్ళ ఆస్తులు పెంచండి
C023164	Tanglish	Offensive	Ennangaya Beethoven music use pannitu illayaraja nu per podringa???
C023166	Roman Telugu	Hate Speech	final england gelawali all dhi best england team 2022 england winner
C023174	Telugu	Hate Speech	నీ నోరు పడిపోయి ... నువ్వు నోరు మూసుకుంటే ... దేశానికి చాలా ఉపయోగం ... దేశానికి ... ఇంకాలాభం
C023179	Tanglish	Offensive	Yow thalaivar ah ithuku mela yarum kalaikka mudiyathu da.... Sema romba nal kalichi oru comedy padama nalla irukum nu nenaikuren
C023190	Tamil	Offensive	என்னங்கடா காமெடி பண்றிங்க?commentல wish பண்ணிக்கிட்டே dislike பண்ணிட்டு இருக்கிங்க போல?🤔🤔
C023206	Tamil	Hate Speech	தமிழ் நாடு முழுதும் தீயாயை பரவி இருக்கும் நாடக காதல் கோஷ்டி..... அழிக்க வேண்டும்.....
C023209	Tanglish	Offensive	Spider man Bat man Super man And u herooooo (mugamudi)🤔🤔🤔🤔
C023211	Tamil	Hate Speech	சார்கார்யிம் விசுவாசத்தையும் அடிச்சி தூக்கி உள்ளது நம்ப சிங்கம் சூரியா in🤛🤛 KAAPPAAN Teaser🤛🤛🤛🤛🤛
C023214	Kanglish	Offensive	E bindu gowda en hucchu ididhia antha
C023215	Tanglish	Offensive	(Mugamoodi) x (kanithan) = hero (-) x (+) =(-)
C023216	Roman Telugu	Hate Speech	harsha saayi fance entamandi unnaaru ikkada aaa maan with golden heart
C023217	Tanglish	Offensive	Tharamaana sirappaana sambavam inimeal ta paaka pora....
C023220	Tanglish	Offensive	Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...
C023221	Tanglish	Offensive	Engae annakoo nammae melae paitheyam Ila Na epipadi oru Padam panuvara
C023225	Tamil	Offensive	எனக்கு தெரிந்தது எல்லாம் இரண்டு ஜாதி 1 ஆண் 2 பெண் இதை தவிர வேறு ஜாதி எனக்கு தெரியாது.... நீங்க என்னடான்னா புதுசு புதுசா படம் காட்டுறீங்க!!
C023228	Tanglish	Offensive	Itha paaka transporter Tamil remake maari iruku
C023237	Tanglish	Offensive	Amitabh Bachan acting ku kaal thoosu kooda ilai. 🤢🤮
C023241	Tanglish	Offensive	Kutti moonji vivek intha movie la irukaaraa illa enakku mattum trailer la irukkura maathiri thonuthaa
C023242	Tanglish	Offensive	Othaaa bgm la verithanam Bangam daw dai...Diwali on rage soon
C023253	Roman Telugu	Hate Speech	prabhas kii shoulder leg surgery chesaaruu then how kyaan hay maintain six pack body hay also human beeying ii think now recent prabhas picks r good
C023256	Kanglish	Offensive	Avane gay Rak'shit' shetty
C023263	Telugu	Hate Speech	నువ్వు సుధీర్ ని ఏనాడు పొగిడావులే నిన్న అయితే సుధీర్ ఎన్నోసార్లు పొగిడాడు చెత్త నా జఫ్ఫా
C023264	Tanglish	Offensive	dislike because of rajini speech in thuthukudi
C023266	Telugu	Hate Speech	ఆ పూజ కన్నా ఈ పూజనే బాగుంది
C023268	Tanglish	Offensive	Every Singam movie has one loud Dialogue in the trailer Singam 1 - Sigadtha T.V la paththu irupa, cinema la pathirupa, kaattu la dairyama vettai aadi pathirukiya! Singam 2 - Urumeen oora kaatthu irukkuma kokku. Naan unna porumaiaa kaaththu irundhu Pudichirukken da!! Singam 3 - Kadaichada Thindra oonayenu nanachiya.Pasi edutha mattume vettai aadi saapidara Singam da!!!
C023269	Tanglish	Offensive	Oru nalla padoo varapodhu rombo nal kalichi!
C023272	Tanglish	Hate Speech	Eppaaa ennada comment box la varum jaathi pundayave iruku!! Manusana parungada padam puriyum...
C023273	Roman Telugu	Hate Speech	Arri pappa prbhas aunty barre fece vanidhi
C023274	Tamil	Offensive	சிம்புதேவனே சற்று ஓய்வெடுங்கள்.. வந்துவிட்டான் பரதன் வந்துவிட்டான்..
C023275	Tamil	Hate Speech	விஸ்வகர்மா சமுதாயம் சார்பாக வாழ்த்ததுகள். பொறுக்கி பய திருமா நாடக காதல் கும்பலுக்கு இந்த ட்ரைலர் வயித்தை கிளரும். படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்.
C023276	Roman Telugu	Hate Speech	richard jerkins na gudda ni pellam notlo pettali
C023284	Kannada	Hate Speech	ಏನು ಮಾಡೋದು ಸರ್ ದೇಶ ಉದ್ದಾರ ಮಾಡುವಷ್ಟು ದುಡ್ಡನ್ನು ನಕಲಿ ಗಾಂಧಿಗಳು ಲೂಟಿ ಮಾಡಿದ್ದಾರೆ ಅದು ಅಲ್ದೇ ಒಬ್ಬ ವಿದೇಶಿ ಮಹಿಳೆ ಕೈಯಲ್ಲಿ ದೇಶ ಸಿಕ್ಕು ಬರಬಾರದ ಪರಸ್ಥಿತಿಯಲ್ಲಿ ಬಂದುಬಿಟ್ಟಿದೆ ಅವಳ ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್ 3 ಬಿಲಿಯನ್ ಇದೆ ಯಾರಪ್ಪನ ಮನೆ ದುಡ್ಡು ಅದು ಸ್ವಲ್ಪ ಅದರ ಬಗ್ಗೆ ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಲೂಟಿಕೋರರ ನಕಲಿ ಗಾಂಧಿಗಳ ಬಗ್ಗೆ
C023291	Kanglish	Offensive	Hands up kannada Na thu ninna
C023292	Tanglish	Offensive	Bigil ku inneram beethi kilambi irukum #KaithiDiwali
C023306	Telugu	Hate Speech	RGV తో కలిసి wine,vodka,rum ఇంకా చాలానే చేస్తుంది bro
C023307	Tamil	Offensive	தளபதி -sk like வடைபதி - anil comment
C023313	Tanglish	Hate Speech	Dai mersal yenna tha irunthalu vivegam aalavuku vaarathuda
C023318	Roman Telugu	Hate Speech	devi shree prasad patta paadutunte pakkana vaallu chaalaa adhvanamga navvutunnaru
C023319	Roman Telugu	Hate Speech	prudhvi sir very good maan nausir thana tappa telisikunnaru
C023322	Kanglish	Offensive	K le nin dagar bandli agtavne modlu kudlu olskoloke yelu ella nin avnu musodilla🤣🤣
C023323	Telugu	Hate Speech	రోజాకు మంచి కౌంటర్ ఇచ్చావ్ అక్క ఏమి ఇచ్చావ్ అక్క
C023327	Roman Telugu	Hate Speech	dr vnm1 month agoindulo manam peddagaa aalochinchaalsina avasaram ledhu anthaa kalam mahimaedoe okaroju kalam aayanaku ivvavalasina gift tappakunda istundi chesina karmalu anubhavinchaka tappadu sonia gandhi ayina modhee ayina chandrababu nayudu ayina jagan ayina kalam anthe
C023328	Tanglish	Offensive	Adichi underwear ode oodde viteruven.. Ooddire
C023330	Kannada	Offensive	Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣
C023334	Tamil	Hate Speech	மோகன் ஜி... செருப்பை எங்க வைக்கணும், சீப்பை எங்க வைக்கணும்னு நம்மளுக்கு சொல்லிகுடுத்து வளர்த்திட்டாங்க..! ரெண்டுக்கும் வித்தியாசம் தெரியாத நாய்க குறைக்குது.. 🤣🤣🤣
C023336	Tanglish	Hate Speech	enna katha endum puriyalla. mokka padamathaaan irukkummmmmm
C023337	Roman Telugu	Hate Speech	comedy king brahmi garu
C023349	Tanglish	Offensive	but it does not meet sarkar view records
C023351	Roman Telugu	Hate Speech	Vishal chandrashekhar aa bgm endhira saami edipinchesaav
C023361	Tanglish	Offensive	Apdla nadakathu.. Nadaka kudathu.. #Verithanam
C023364	Roman Telugu	Hate Speech	avnu anna inni rojulu vaani videos chusa butt vaallu ilanti carrector varast chillara gaallu
C023365	Tamil	Hate Speech	௮ந்த மனிதரை வைத்து படத்திற்கு ஆதாயம் தேடுவது ௮சிங்கத்தின் ௭ல்லை
C023380	Tamil	Hate Speech	கோத்தாலக்க... நேக்கா ஜாதி சண்டையை கமெண்ட் டப்பாலா ஆரம்பிச்சு விட்டாய்ங்க...
C023383	Tanglish	Offensive	ayyo suri mokka thanga mudiyatha
C023385	Tanglish	Offensive	Super thalaiva... Summa madura localu...
C023388	Tamil	Offensive	ஜெயலலிதா வும் waste இந்த படமும் waste.
C023389	Tamil	Hate Speech	சின்ன வயசுல ஒரு ஏரில குளிப்போம் ல அங்க போலாம் டா... அது மேல தான் இப்போ நடந்து போய்ட்டு இருக்கோம்...,
C023402	Tanglish	Offensive	ellarukkum onnu sollikiran mudhalla padam pathuttu vandhu sollunga same kadhaya illayanu adha vuttuttu adhe kadhai orae madhiri fightlam solladhinga
C023404	Tanglish	Offensive	Dei point blank padatha apdyiea eduthu vechrukinglaa da...
C023405	Roman Telugu	Hate Speech	​chandrababupedayana patra postunara 24cgmtaalu jagan titunte matladatara
C023408	Tamil	Offensive	இந்த லட்சணத்துல குருமா திருட்டு நாய் இந்து மதத்தைப் பத்தி தப்பா பேசுது .
C023417	Tanglish	Offensive	Ena 10 la irunthu nagarave ila
C023418	Roman Telugu	Hate Speech	super saar chaalaa santosham aayana gurinchi matladinanduku oka manchi vyakti raavu gopal raavu garu
C023423	Kannada	Offensive	Parthasarathi ಹಡಿತೀನಿ ಬಂದ್ರೆ ತುಲ್ಲರೆ no ಹಾಕೆ ಬೇವರ್ಸಿ
C023435	Roman Telugu	Hate Speech	orey aa podupu katha arateekaaya
C023457	Tanglish	Offensive	Nan like podutan but ennoda like atikkati cut aakuthu why?
C023461	Tanglish	Offensive	Chinna vayasula Oru yerila kulippom la athu enga? Athu mela tha nadanthuttu irukkom
C023462	Telugu	Hate Speech	ఎంతైనా మెగా ఫ్యామిలీ గ్రేట్ ఫ్యామిలీ వాళ్ళని ఎవరైనా గౌరవించాల్సిందే
C023464	Roman Telugu	Hate Speech	pm modi ni pakisthan ki tarmidengali jai kcr mere next pm
C023468	Tanglish	Hate Speech	Rajini kku 1996 oru nalla vaayppu ..pat ..avar ministar .pathavi yai virumpavillai.. pat ..comali thavaru seayyavillai ..naam tamilar Bearavai....
C023473	Tanglish	Offensive	Kekka bekka short film copy *thaaa ithelam onnu solla maatanuga vj movie na vanthuruvanuga
C023476	Tanglish	Offensive	Ithu Ena BigBoss promo va da like comment nu vilayaditu irukinga 🤣🤣
C023480	Tanglish	Hate Speech	potta anil fans ellam seththinga daw
C023483	Kanglish	Offensive	Babu sule magne
C023486	Roman Telugu	Hate Speech	Nuv matladina waste ra
C023487	Kannada	Offensive	ನಿನ್ನ ಪಿಂಡ...
C023488	Tamil	Offensive	இந்த தறித்ரம் புடிச்சவன கதாநாயகனா நடிக்க வச்சதுக்கு....வேற யாரவெணும்னாலும் நடிக்க வச்சுருக்கலாம். மூஞ்சில ஒரு நடிப்பும் வரல
C023490	Tanglish	Offensive	Dei Paarungaaaa daaaa paarungaaaa En Thalaivanaaaaaaa Iyooooo Gommalaaaaa Nanga Pannadha Role Illa Podatha Get Up Illa Kaapan 200cr Adikkum daaa Paarungaaa deiiii Verithanam Pannirukkimgaa
C023495	Roman Telugu	Hate Speech	entr nee chustunte thana natana kosame venditera puttindemo anipistundi
C023499	Tanglish	Offensive	Dis like podu rathu ellam engaluku neenga ethura power da ........melum melum pakka thundum........athiradiyl
C023501	Tanglish	Offensive	dei bhairavaa kudalam compare yae panna kudathuu s3 teaser paduumokkaaa ayyoo light effects lam pottu cover panranunga Maxx gubeer moments
C023505	Roman Telugu	Hate Speech	shekhar master kante kuudaa deepika dance chaalaa baagaa chesindi
C023506	Roman Telugu	Hate Speech	Im enjoyed a lot andi a show chusina intha fun undaka povachu good entertainment keep it up bros
C023514	Telugu	Hate Speech	పుట్టడం అంటూ జరిగితే అది రైతు కుటుంబంలోనే పుట్టాలిచావడం అంటూ జరిగితే అది భారత సైనికుడిగానే చావాలి
C023519	Kannada	Offensive	ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ
C023526	Roman Telugu	Hate Speech	picchi puku kukka naa medda nunchi leyi
C023530	Roman Telugu	Hate Speech	bhanu full overaction Nike antha set kadhuu leee
C023531	Telugu	Hate Speech	తెలుగు తేజం ఇలాంటి మెడల్స్ ఇంకా తీసుకొని రావాలని కోరుకుంటున్నాము
C023532	Tanglish	Hate Speech	Surya ; u just killed. Fabulous
C023551	Roman Telugu	Hate Speech	shankar nuvvu news cheppaku ni pellam puku naku poyi nuvvu dankie crt
C023556	Tanglish	Offensive	Dai thevdiya mavane enga thalaivar eh troll panriya....ungommale okko
C023564	Tanglish	Offensive	Othaaa... Marana masssss daa
C023574	Tamil	Offensive	எவண்டா அது, படத்தை ரீமேக் பண்ணது
C023577	Roman Telugu	Hate Speech	alanti goppollaki ilanti goppolle pudataaru
C023578	Telugu	Hate Speech	అంతా ఒకే బ్రో ఇంతకీ ఇవన్నీ ఎవరు కూర్చొని లెక్కిస్తారు ఎవరు వింటారుమనం వినక పోతే ట్రైన్ వెళ్ళదా
C023588	Kanglish	Offensive	Bidu Gowda ge Alli hodi beku first avaru mane Alli avaru appa Amma ne kelluthiya dure Tiktok maduthirodana Ennu Nive yochane Madi evallu yetha kithu hogi erollu eru beku ethara avaru edane India ge Bad Name Mathe Namu inda girls ge nu Bad name
C023593	Tanglish	Offensive	bathoorm poitu kundi kaluvama varathu
C023594	Roman Telugu	Hate Speech	Miru chala great man Simham munduku kukkalu ravu sir Love you soo much Bratiki konnirojulaina ilane vundali Love you
C023596	Roman Telugu	Hate Speech	madam miku first gaa miku maa hridaya puurvaka vandanamulumeeku laga andaruu ias and ii ps officers unte ee samajam konchem ante koncham aina baagupadutundi medam garu
C023605	Tanglish	Offensive	ajithkumar ippathan visuvasam padathappa un rasigargal romba kevalama nadanthukittanga puriyutha control pannunga illana ungamela ulla maryathai poidum pls ajithkumar
C023608	Roman Telugu	Hate Speech	tappem ledhu cheppulu andisteoka ias cm kallu mokkithene anni moosukoni unna meeku idela tappugaa anipistundi
C023610	Telugu	Hate Speech	మనోడు వెంకీ బ్యాచ్ JOB PAKKA
C023611	Roman Telugu	Hate Speech	gouraneeyamaina mukkyamantri garu meepaina entho nammakamtho mimmalini mea party nee gelipinchinanduku maaku baagaa buddhi vachindi abhivruddhi gurinchi matladatam vadilesi entha sepu pakkana vaalla gurinchi matladatam emi bagoledu
C023615	Tanglish	Offensive	mrs maran un powera vachii unnala mudinjadha panita...enga viswasatha vachii naanga panradha release anakii paakadhanea poara....
C023617	Tanglish	Offensive	Amais padam vangurathuku all illai adu tariuma
C023620	Tanglish	Offensive	Remake of (pink Bollywood movie) Yanna raaskala mind it
C023623	Roman Telugu	Hate Speech	Chaduvukuntunna pillalni cheda dengey la unnadu vedu bsdk
C023626	Tanglish	Hate Speech	Thala thala pesunaa anilu ammaiyan vjmaaa Ku tharama sembavam irrukku daaaa anilu Vick sorry kotte pathy
C023628	Roman Telugu	Hate Speech	chiranjeevi bay like array em matladutunnavra
C023632	Tamil	Hate Speech	வெறும் சினிமா, இன்டர்நெட்ல மட்டும் தானே வீர வசனம்..... நிஜ வாழ்க்கையில் ஒரு வெங்காயத்த கூட எவனாலும் உறிக்க முடியாது
C023635	Tanglish	Hate Speech	Idhu puratchi padam ah flop confirm da
C023639	Tamil	Offensive	திருமாவளவன் அவர்கள் அடுத்த சாதி பெண்ணை திருமணம் செய்து அவர்களை பழி வாங்க வேண்டும் என்று ஒரு போதும் சொல்லியதில்லை...அதற்கு ஆதாரம் கேட்டும் இதுவரை யாரும் சமர்ப்பிக்கவில்லை.....பொய்யான தகவலை வெய்து இப்படி பேசுவது அநியாயம்.....எங்கள் கருத்தியலின் படி நாங்கள் பெண்ணை சமமாக தான் நடத்துவோம்.....ஆனால் நீங்கள் பெண்களை புனித படுத்திவிட்டு அவர்களை ஆணவ கொலை செய்கிறீர்கள்....நீங்கள் கருத்தியல் ரீதியாக சென்று கொண்டு இருக்கும் பாதை தவறு என்பது உங்களுக்கு புரியும் காலம் வெகு துளைவில் இல்லை....
C023641	Tanglish	Offensive	Intha music ah engayo kta mari iruku yarukachum therinja sollunga
C023648	Tanglish	Offensive	2.5k dislike ah.... Mentally challenged konjam per iruppanka pola
C023649	Tanglish	Offensive	Endha p.....Da unlike podurathu ..
C023650	Roman Telugu	Hate Speech	Chepadaniku siggu ledu ra neeku
C023653	Roman Telugu	Hate Speech	babulake babu super star mahesh babu
C023654	Tanglish	Offensive	Thala daa.. dislike pandravan kundi yerichal la .. gommala ungalukku laam idhavida bayangarama sambavam irukku da
C023657	Tanglish	Offensive	Any one 2k19 like suriya fanz
C023661	Tanglish	Offensive	sathyama soldren adichii underware oda oda vittruven mannam pona tirumbi varadhu pongal paraak nanga than rajini than geathu
C023667	Roman Telugu	Hate Speech	Dil raju mari ekkuva chestunnadu... no one can name like pspk...
C023671	Telugu	Hate Speech	సూపర్ కళ్యాణ్ అన్న చంపేశారు పొండి కేక అంతే
C023677	Kanglish	Offensive	Jaanu nimma Amman tulla sulemagane bacha nan maga avanu
C023680	Tanglish	Offensive	Pakkum pothula thalivan Tony Stark niyabagam varuthu... Athukkagave Dislike... Dislike... Dislike..
C023682	Tanglish	Hate Speech	Super song, mokka dance and video editing
C023683	Roman Telugu	Hate Speech	acharya cinema chaalaa baagundi
C023690	Tanglish	Offensive	Dei Pink movie epdi irunchu? Ena emotion ena feeling, En da kedukareenga cha
C023695	Tanglish	Hate Speech	Finally rajini ya kindal panitanunga haha
C023698	Tanglish	Offensive	Super endha padam sumga matrm kande papanu ponga vache panaka avvnu naikara naingaluku sarupade
C023701	Kanglish	Offensive	of King na helalla ningantu helallaa 🤣🤣🤣🤣🤣
C023705	Roman Telugu	Hate Speech	neevalla eekamukka kuudaa avvadu pawan babu velli shootings chesukovellu
C023706	Kanglish	Offensive	Bharatha no 1 desha namma deshakke yaudu sari sati ella
C023707	Roman Telugu	Hate Speech	Ma daridram vadili poindi ra babu.
C023709	Roman Telugu	Hate Speech	aalochana baagundi amalu cheyandi tvaralo mimmalni news loo chudatam kosam eduru chuustaanu thankue
C023712	Tanglish	Hate Speech	Yan na 40 years ah thalaivarukku opposite innu sonna yellarum ippo kanama poitanga....avungaluke intha nillamai na...nenga la listlayea illa paathukanga.
C023724	Tanglish	Offensive	Super star awesome vfx kola kuthu
C023736	Roman Telugu	Hate Speech	rey shaik amar mee muslims ki ucha padthadhi bjp ante anduke prathi oka muslims bjp ki against ga untaru mee muslims andaru okate unity untaru same mee laga maa Hindu's alochisthe
C023737	Roman Telugu	Hate Speech	E pichakuntla comments ndhk ra acting super chesadu.. director falt ani clear ga kanpistuntea..
C023744	Telugu	Hate Speech	ఏ కోడలు నాని నీకు ఉంది వచ్చే ఎలక్షన్లకి నీకు ఉంది బయ్ నువ్వు కనపడటం మ్యాప్ లోనే అర్థం చేసుకో దిగితే ఎలా ఉంటుందో అర్థం చేసుకో అన్ని గుర్తుపెట్టుకున్నావ్? వచ్చే ఎలక్షన్లలో టిడిపి గానే వచ్చుద్ది వచ్చినాక నీకు ఉంటది..........
C023746	Kanglish	Offensive	Exelent music &dance
C023756	Roman Telugu	Hate Speech	supper akka chaala cute gaa vunnaru
C023761	Tanglish	Offensive	Ithula dislike panna enna da iruku....🤦‍
C023763	Kanglish	Hate Speech	Nam deshadali jati satre desha uddara agothe ....nChunavanne barli nive nodi gothagothe Hindu...Muslim abbbaaa halka rajkarnnigallu...
C023766	Roman Telugu	Hate Speech	ma ntr anna medhey memes chesthava ninnu origikichi dengutha ee post delete cheyakunte
C023775	Tamil	Hate Speech	பாராளுமன்றம் 3 சீட்டுக்கு முட்டி போட்ட முதி , இப்ப சட்டமன்ற 5 சீட்டுக்கு இப்ப தான் வருது..
C023780	Tanglish	Offensive	Viswasam Jan 14 thaane? Clash aavathu ninaikkiren.
C023781	Tanglish	Offensive	THAALEE VERA LEVEL. ANTHA PUNDAI VIJAY POGA SOLLUNGA!!!
C023783	Kanglish	Offensive	Reginald Kelly kithkabeku bandu edthine nandu
C023787	Tanglish	Offensive	Slang was well spoken perfect kolam potutu iruntha payalukagaluku epdi ivlo thairiyama????
C023789	Tanglish	Offensive	Edhula aichu nithyamenon last varaik uiyroda irukuma
C023793	Tamil	Offensive	கிருக்கு கூதி திருட்டு திமுக புண்டை மகனே
C023795	Roman Telugu	Hate Speech	asalu villu prajalaki em Manchi chesthunnaroo cheppandi, boothulu maatlaadi public ki Tv ki entertainment cheyakandi
C023798	Tanglish	Offensive	Kolla Kandula Eruken Mavane Kollama Vida Matten... Thalaivar Vera Level...
C023799	Roman Telugu	Hate Speech	Sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu
C023804	Tamil	Offensive	நான் அரசியலுக்கு வருவது உருதி ஏய் இது 96 யார யேமாத்த பாக்குறீங்க....🤣🤣🤣🤣🤣
