comment_id,language,category,comment,english_translation
C001406,Tanglish,Hate Speech,Nenga commentla potrukingalet nadaga kadhal pandranunganu apo nengala mathava ponna thangachiyatha pakaringala onnu soldra oru Appanuku poranthavana eruntha yokiyamanavana eruntha yentha ponnaum sight adika mata bittu padam pathu kai adikama eruda apa oththukura ne soldra unnoda jadhi nalla jaadhinu otha yellatha thapu pandringa athenada avana matum kuththam soldringa porambomungala,
C001408,Tanglish,Offensive,Ayan madri music venum Harris disappointed,
C001411,Kannada,Hate Speech,ಶೇಕಡ 100(%) ರಷ್ಟು viruses na China ಉತ್ಪನ್ನ ಮಾಡುತ್ತೆ.....,
C001413,Tanglish,Offensive,innoru tharutha soori athellam vechu padam edukranuka thuuuu,
C001415,Tanglish,Offensive,"korey kullan surya fans thazhe konacha cmnts ittathu kandu , ninakonnum vere pani illeda ........... theri iragiyappolum neeyoke ithu thanna paranjath ........ KULLAN SURYAYUM FANSUM onnu poda #$#@#$@ , THIS TEASER DEDICATED TO ALL SURYA FANS, kandu padikada.. DEEPAWALI FIREWORK IS SPONCERED BY ALL SURYA MOVIES.... VIJAY ANNAN VERE LEVEL DAAAAAA",
C001419,Kanglish,Hate Speech,Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.,
C001420,Tanglish,Offensive,Intha 21k dislikes la 90% vijay makkan fans. Chinna payaluga.,
C001421,Telugu,Hate Speech,ఆ పాప సాహసం గొప్పదే కానీ ఆ soldier ఓపిక కూడా గొప్పదే,
C001424,Roman Telugu,Hate Speech,rashmi tho kalisi oka manchi love story movie teeyi sudheer anna,
C001426,Tanglish,Hate Speech,"Super trailer 1st part kuruma kalutha aruthu podura mathiri semai, inda mathiri naaygala ipadi thaa pananum, adanga maru, athu meeru, vera jaathi karan vayuthula un varisu valaranum, saraku miduku nu theriyura devudiya pasangala ipadi thaa aruthu podanum",
C001428,Tanglish,Offensive,Pa.ranjth thevidiyaa paiyaluku sema serupadiii,
C001438,Roman Telugu,Hate Speech,Climax chala bagundhi lots of fun enjoyed a lot,
C001439,Roman Telugu,Hate Speech,idhe ithey adhi argievy nijaallu baagaa oppukuntaaru,
C001443,Kanglish,Offensive,Maadhari manushya,
C001452,Tanglish,Hate Speech,3.8k dislikes ah... enna dhaan da prachana ungalukku,
C001454,Tamil,Offensive,Super Surya இந்த படமாவது நல்லா ஒடுதானு பாப்போம் ..,
C001459,Kanglish,Offensive,Ninige bere kelsa ilvaa madoke,
C001462,Roman Telugu,Hate Speech,Evadra erri puukodu vaadu.. Duplicate gild eskuni show dhenguthunnadu,
C001465,Tanglish,Offensive,Poraadama Avan pogavum maataan.. saagavum maataan.. thaa vachu seiyaporom from 24th..,
C001466,Kannada,Offensive,ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ,
C001468,Tanglish,Offensive,"Shoot the kuruvi..., shoot the kuruvi...",
C001471,Tanglish,Offensive,Dei pls Pidikala na video paka Vendam da atha vitutu dislikes Panathinga pls,
C001472,Tanglish,Offensive,0:13 yara avan engineer aavanumnu sonnathu 🤫,
C001476,Roman Telugu,Hate Speech,srikakulam busstand loo ee ammai kii posting iyyandi amma,
C001477,Tanglish,Hate Speech,Dei otha ... Amma anda song la ipdi than dress potrundhangala.. asinga paduthurenga chai.,
C001479,Roman Telugu,Hate Speech,​debate lae loo palgone tress nayakulaku edutivaarini matladaneeyakapovadam samskaaram kaadu,
C001483,Kannada,Offensive,ಮೊಬೈಲ್ ಅಲ್ಲಿ ಮೂವೀ ನ ಬಿಟ್ಟಿದ್ದಾರೆ ಥಿಯೇಟರ್ ಗೆ ಯಾರ್ ಬರ್ತಾರೆ. ನಾನ್ ಮೊಬೈಲ್ ಅಲ್ಲೇ 2 ಟೈಮ್ ನೋಡ್ದೆ,
C001487,Tanglish,Offensive,Ethu aellam numbura mathriya eruku. Pommai paddam pola. Sakthiman 2,
C001491,Roman Telugu,Hate Speech,britain chethulu kaalayi Chinas drama la thoti so Jaagratha has Britain vundaali Britain konni thyagaalu cheyyali,
C001493,Roman Telugu,Hate Speech,Chi pove,
C001494,Tamil,Offensive,உதயநிதி ஸ்டாலின் மூஞ்ச பார்த்தா பாண்டியராஜன் திருட்டு முழி முழிக்கிறே மாதிரி இருக்கு,
C001499,Tanglish,Offensive,otha bigil oru padam competition ah varuthuna athu epdi erukanum,
C001500,Tanglish,Offensive,Nalla velai sruthi haasana potaainga. Padam flop ayudum... S4 nu eduthu saavadika maatainga... very good,
C001501,Telugu,Hate Speech,"సుమా గారు మీరు మాములుగా చేసినా చూస్తాం, ఓవర్ యాక్షన్ బాగా ఎక్కువ అయ్యింది, మీ వల్ల రేటింగ్ రావట్లేదు ,",
C001502,Tanglish,Offensive,same shit again and again and again......,
C001503,Tanglish,Offensive,Dai Yenda Epadi dislike pannuringa Nalla irukura trailer kum epadi pannuringa Manashachi padi irunga da Ajith fans mass dhan youtube records pannaadhu now 294K like endha trailer a dislike pannuravanga kandipa loose a dhaan irupinga da,
C001518,Tamil,Offensive,Thala Tharisanam Miga Viraivil.... மரண மாஸ் my dear Thala.... கடைசி வரிகள் தல hatera Ku dedicate Savungada ...,
C001532,Tanglish,Offensive,Ore oru kora mass kammiya iruku mathapadi adi poliii,
C001533,Tanglish,Hate Speech,"Deii epppaaaa... Podhum da.. Endha comment la paathalum, hit like uh hit like uh nu koovitu irukeenga.. Aama ithana like vaangi ennadha da pudunga poreenga??",
C001536,Roman Telugu,Hate Speech,Harsha inner felling Madhya lo veedu arustunadu,
C001537,Tanglish,Hate Speech,keka bekka short flim imitate,
C001544,Tanglish,Offensive,Ennada innum trend aagala SunPicture.... Published on 27th nnu varuthu ennada panni vachurukeengaa....,
C001549,Tamil,Offensive,திருமாவளவன் உனக்கு தரமான செருப்பு அடி இருக்கு டா,
C001558,Tamil,Hate Speech,எங்களுக்கு மண் பெண் இரண்டுமே ஒண்ணுதான் அதுல யார் கை வச்சாலும் வெட்டுவோம்,
C001562,Tamil,Hate Speech,எனக்குல் இருக்கும் கொலை வெரி மொத்தமும் இந்த படத்தில் இருக்கும் என்று நம்புகிறேன்,
C001566,Tanglish,Offensive,Kolaveri la yerukan yenda Padata paka ma vida mattan confirm blockbuster.,
C001567,Roman Telugu,Hate Speech,vangaveeti mohanaramgaa style kadhaa,
C001570,Roman Telugu,Hate Speech,Prajalu question cheyanantha varaku politicians mararu. Politics marav. The great AP people,
C001573,Roman Telugu,Hate Speech,rajanna abhivruddhi kosame ayithe ninnu nee prajalu gelipistaaru,
C001581,Roman Telugu,Hate Speech,Idhi matram correct bro ayana gelavadam maki avasaram simple ga cheppalantenijanga ayana dabbulu sampadhinchalante yearly 100 crores cinemallone easyga earn cheyagaladuyevadiki dabbulu longalsina avasaram ledhu,
C001582,Telugu,Hate Speech,బ్లూ ఫిల్మ్ బ్యాచ్ మొత్తం యూట్యూబ్ లో దిగారు.. ఏంట్రా ఇది,
C001583,Roman Telugu,Hate Speech,kcr niku baga ekkuva ayidhi anni moukni cm avvu next karre mukku ki cm endhuku ra lanje boss,
C001586,Kannada,Offensive,Parthasarathi ಲೆ ಮುಂಡೆ ಇಲ್ಲಿ ಕೇಳು ನಿಮ್ಮ ಬಾಸ್ ಯಾವಾಗ್ಲಾದ್ರೂ help ಮಾಡಿದನಾ.... ಹೋಗ್ಲಿ ನಿಂಗೆ ಹೊಸ ಕಾಂಡೊಮ್ ಆದ್ರೂ ಕೊಡ್ಸಿದಾನ... ಲುಚ್ಚಾ ಸುದ್ವೇಪಿ,
C001590,Tamil,Hate Speech,நாங்களும் ஒரு நாள் லவ் ஜிகாத் பத்தி தமிழ்நாட்டுல ஒரு படம் எடுப்போம்.. மொத்த மதம்மாத்துற கும்பலையும் கதறவிடுவோம்.,
C001600,Tanglish,Hate Speech,Avanavan poratathula uyira vidran ivargaluku makkaloda unarva payanpaduthi epdi kasakurathunu nalla therinjirku,
C001603,Tanglish,Hate Speech,Yenda ipadi padam eduthu jayalalitha va marupadi kolringa,
C001606,Kanglish,Offensive,Ayyo guru... Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.,
C001607,Tanglish,Offensive,adei yenga thalapathiya paththu sirikkiriya nee 🤨🤨,
C001615,Tanglish,Offensive,Ratchasan music Mari eruku startngla 🤔🤔enaku matum Tha apdi thonutho,
C001619,Roman Telugu,Hate Speech,kodukulaku dimma tirigi bomma kanapaddadi super anna,
C001621,Tanglish,Offensive,Rajini ya vechu senjirkanga from 96 to till now...nan arasiyal ku varuvan name solinu suthinu erukaru,
C001623,Tanglish,Hate Speech,Comment lam padikka nalla positive than irukku analum epdi 6k dislikes vanthuchu,
C001626,Tanglish,Offensive,I am from Telangana.. keko keka style.. Superb ga vunnaru sir.. love you,
C001627,Tamil,Hate Speech,மாபெரும் வெற்றியடைய வாழ்த்துகள்...ஈன பிரவிகளின் தோலுரிக்க திரௌபதி...🦁,
C001629,Roman Telugu,Hate Speech,Anna samskaram undali koncham manishiga puttinappudu Sampadhinchali ante elagaina sampadhinchochu kaani ilanti bhaashani janalaku nerputhu kaadhu,
C001639,Roman Telugu,Hate Speech,snow family ela bathukundhi ante burdha pandi bathukundhi nenu bathuthunnanu,
C001641,Tanglish,Offensive,Petta paraak.....kola gandula iruken kollama vidamaten,
C001644,Roman Telugu,Hate Speech,Bandi oka vest fellow,
C001652,Roman Telugu,Hate Speech,industry loo okka remark kuudaa laeni family edainaa undaa ante adhi one and onlee victory venkie anna gaari family superb raana anna,
C001654,Tamil,Offensive,உங்கள பார்த்தா சிரிப்பு போலிஸ் மாதி இருக்கு,
C001658,Tamil,Hate Speech,வைரவருக்கு நாய் வாய்ச்சமாதிரி தான் விஜய் அண்ணா haters கு பைரவா வாய்ச்சிருக்கு!!!,
C001659,Kanglish,Hate Speech,Now 28k dislikes,
C001660,Roman Telugu,Hate Speech,Em manishulu ra miru bhimbisara manchi movie petukoni...e movie evaru chustaru ra nag,
C001662,Tanglish,Hate Speech,Ena da Telugu soil Mari iruku,
C001664,Tamil,Hate Speech,"கற்றவர்கள் அரசியிலுக்கு வரவில்லை என்றால்,திருடர்கள் அரசியலுக்குள் வருவார்கள்,பிறகு அரசியல் சாக்கடையாக இருக்காமல் பூக்கடையாகவா இருக்கும் ? If learners doesn’t come to politics means ,Thieves will come into that politics,Then politics will mire only ,how we can expect politics will be a flower shop ?",
C001666,Tanglish,Offensive,Over scene illa mokka trailer,
C001668,Tanglish,Hate Speech,Music bgm a big let down not like kaala or kabali,
C001682,Telugu,Hate Speech,ఈ అమ్మాయి సిగ్గు లేకుండా ఇంకా కావరింగ్ ఒకటి,
C001690,Tanglish,Offensive,Trailer la pagal time ee kanom?,
C001693,Roman Telugu,Hate Speech,​tress party loo telamgaana kosam pooraadina valle unnara poraatam kii vyatiraekam gaa unnollani ministers alaa chesinarugurivinda ginja kii kinda unna maccha kanapadadu,
C001697,Roman Telugu,Hate Speech,abbu siggulekunda vaadu matladina maatalu okkadu kuudaa levaledu ikkadajast fore hate inn modi how much loo kyaan goo anniware,
C001704,Roman Telugu,Hate Speech,raa neenu pedataanu neku,
C001705,Roman Telugu,Hate Speech,hridaya vidarakamga vundhi adwani gaaruone of they founder of bjp time vastundi andarikee,
C001709,Telugu,Hate Speech,నీకు ఎంత నోడు దూల ఉంది కాబట్టే నీ ఇంటి మీద దాడి చేశారు,
C001710,Roman Telugu,Hate Speech,idhe poyindi kaadu manaki,
C001712,Telugu,Hate Speech,ఒరేయ్ టాప్ టీవీ ఓడ bsp పెట్టలేదు ఉచ్చ పడుతుందా,
C001715,Kannada,Hate Speech,Tiktok ಮಾಡೋರನ್ನ ಇಂಡಿಯಾ ಗಡಿ ಗೆ ತಗೊಂಡುಹೋಗಿ ಬಿಟ್ರೆ ಗೊತಾಗುತ್ತೆ ಅವಾಗ,
C001717,Roman Telugu,Hate Speech,Yadhava ni yadhava laage treat chesthaaaru,
C001722,Tanglish,Offensive,Ne ala vijay muturatha kudikerked tha laki,
C001724,Tamil,Hate Speech,அந்த அம்மா மட்டும் உசுரோட இருந்தா இந்த டீஸரை போட்டவங்க டவுசரை கலட்டி இருக்கும்...,
C001729,Roman Telugu,Hate Speech,Arey ni bondha ra chetha na kodaka,
C001732,Roman Telugu,Hate Speech,kavya papa circket meda avagahana ledhu ma aubction dengi mataldutnadhi,
C001736,Roman Telugu,Hate Speech,super brother comedy cake 1000 comedy veediyo,
C001740,Kanglish,Hate Speech,R yaar fan adhru agli.. thandhido buddhi yake.. ivaga yela kfi kade nodtha idhare.. kachada galu heeg madthare.. d boss yavathu yelarnu encourage madthare,
C001747,Roman Telugu,Hate Speech,talli tandrula pempakam alaa undaali hoy namaste antuu entho baagundi,
C001753,Tanglish,Offensive,"Ama athu enna last la loose motion pora Maari nadanthu varathu..,",
C001754,Tanglish,Hate Speech,Intha jaathi veri pidicha naaingalam epatha sethu tholaivanungalo....,
C001755,Tanglish,Offensive,Kangna indha character ku avlova set aagala... Anyone else feels this,
C001757,Roman Telugu,Hate Speech,BJP anti hindu Kotha party power loki ravali congressbspsptmcaapseesee new Startup is waiting,
C001758,Roman Telugu,Hate Speech,brow mea ancoing chaalaa chaal chaalaa decent gaa untundi,
C001760,Roman Telugu,Hate Speech,naku asla courtney cox nachadhu thanu thana moddalo overacting #pussyhoecourtney,
C001764,Roman Telugu,Hate Speech,Traffic police pikthunara 2019 nundi number plate petkokunda TR number tho untey,
C001766,Tanglish,Hate Speech,DMK Kala nadukkurth ...story super...ahdutha iruvar...manirathnam Padam release ahnano palaya PADI olinjukkonga....,
C001768,Tanglish,Offensive,16 yrs after oruthan ulam parha epdi than fav scene... aiuu jeans illam killinji pochu mudunga,
C001771,Roman Telugu,Hate Speech,Kothaga ee dharidram. Inka vellu start chesaru,
C001773,Tanglish,Offensive,Yellathukkumey un like panringa yennathanda pudikkum ungalukku,
C001781,Tanglish,Hate Speech,Jaathiyaavuthu.. Koo** thoo Enda jaathi jaathinu adichukiringa,
C001782,Roman Telugu,Hate Speech,sofia vegara has a voice like notlo modda erikupoyi vuntadhi,
C001789,Roman Telugu,Hate Speech,neenu oka nter phone gaa cheptuna heart tachesaru sir mea speech tho hots off sir,
C001793,Tanglish,Offensive,Sema style... Summa ye Dislike panranugalo!!!,
C001794,Tanglish,Offensive,Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga....,
C001797,Tanglish,Offensive,Muttiah director inta maadhiri Padam eduya kurumas saavatumdraupati trailr,
C001798,Roman Telugu,Hate Speech,anna chaalaa improve ayyav super,
C001804,Roman Telugu,Hate Speech,Veelu chesadi gymnastics malla vale dhani dance anukuntaru,
C001812,Roman Telugu,Hate Speech,Arey evaru ra meru antha thu m manashulu ra meru edhi comedy show na inka em ayna show na,
C001817,Tanglish,Offensive,Deiiii ennada panni vachi irukeenga .....,
C001821,Tanglish,Offensive,Ipo rajini than comedian Pola. Vadivelu illatha kuraiya therthu vakkiraru rajini,
C001825,Tanglish,Offensive,Mental Ravi Thalaivar scene delete pandra,
C001833,Tanglish,Hate Speech,"Naan Goundar illa,Thevar illa,Vanniyar illa But Naan kannu munnadi paaththu irukken........intha SC per a solli etthana ponnungala nasam pannirukkaan .....innum love nu per la ponnunga vaazhkkai ya nasam pannittu irukkaanunga I'm against cate discrimination......at the same time, I'm against Reservation and drama love too",
C001853,Roman Telugu,Hate Speech,super cover drive poori babu,
C001855,Tanglish,Offensive,He is back U haters ...Actor surya is backkkkkkMAY 31 Rattham therika therika sambavam iruku,
C001862,Telugu,Hate Speech,పెట్టింది పది వేలు.. లాగేది 10కోట్లు,
C001865,Tamil,Hate Speech,நாடக காதல் கும்பல் இத பாத்துட்டு நாண்டுகிட்டு சாவட்டும்-வாழ்த்துகள்,
C001866,Roman Telugu,Hate Speech,naa oopiri unnantavaraku naa ootu meeke anna,
C001867,Roman Telugu,Hate Speech,Arey ho sullaiga net ldhu kdha etla open ithdhi rah pukaa,
C001869,Telugu,Hate Speech,Munawwar మాట్లాడినపుడు నువ్వు ఎక్కడ పన్నవ్మీరుమీరు ఒక్కటే,
C001871,Telugu,Hate Speech,ఖచ్చితంగా అంతే నువ్వు రాజశేఖర్ రెడ్డి కలసి రామోజీ నీ ఆర్థికంగా దెబ్బతీసే ప్లాన్ వేశారు,
C001875,Tanglish,Hate Speech,Dei idhu amma makkal kitta chinnatha kaatra maari illada evano machan ennaku dhumu kudraa nu saigai la soldra maari irrukku #ennadapannivechuirukinga,
C001878,Roman Telugu,Hate Speech,Climax telisikuda chusam ante thats all bcoz of Sudheer and Rashmi,
C001885,Kanglish,Offensive,Matte comment yaru kettadagi maadbardantha commenters gu warning kottri idella thappe.public comment antha irodu adu public opinion nivu yaru nam bagge maathadodakke.,
C001886,Tanglish,Offensive,"Except for violence, vijay tv serial mathiri iruku",
C001903,Kanglish,Offensive,Beligge yeddhu bavige haarbekittu avaga kanasu nanasu agithithu,
C001913,Roman Telugu,Hate Speech,Apara thagubothu abbati,
C001916,Roman Telugu,Hate Speech,ikkada pattukunnadi police vaallu kaadu forest deparment vaallu,
C001918,Tanglish,Offensive,60k views but 105k likes how is possible,
C001920,Tanglish,Offensive,Enna pa bat man ah,
C001924,Roman Telugu,Hate Speech,Anna challa chinna pilla e ammaini inthaalaa torcher chesthunnaru Mee pillalanuu elaghe chesthey elaaa untadhi annadhi meruu ardham chesukondi Inkaaa meruu elagheee chesthanuui antay devuduuu meeku thaghinaa mulyam chellisthaduuu Nijangaa aaa Thirupathi venkteshwarlu swamy untay mekuu emikakundaaa me minduu mi family lu kulipovalani korukuntunna from telangan,
C001925,Kanglish,Offensive,Mallad modalu bere hero respect kododu kali amele maathadu gaandu kudlu ella adu Ella andkondu,
C001932,Telugu,Hate Speech,రాజాసింగ్ హిందువుల ఐక్యత కోసం యెదురు చూస్తున్న వాడు మనందరం ఈయన సత్తా ను గౌరవిస్తూ మన ఔన్నత్యం కోసం కలిసి మెలిసి సాగిపోదాంమన బతుకులు గౌరవమర్యాదలకు మన సంఘటిత శక్తే రక్ష,
C001933,Tanglish,Offensive,Ennangada robo ku thoppai thallirukusatyama kevalam da dei🤣,
C001936,Roman Telugu,Hate Speech,Bass jaani sir nuvvu e song ki cheyyaka pothe waste e song,
C001940,Roman Telugu,Hate Speech,pichi lanjakodukuvi Chandra Babu Kali gotiki saripovu,
C001943,Tanglish,Offensive,karthi fans hit like blockbuster kaithi... bigil big flop,
C001947,Kanglish,Offensive,Shetty neenu beedhi soole maga antha gotthu bidu.... hogi beedhili nintko....🤣,
C001959,Tanglish,Offensive,yaru da evan entha old age mudditu irrukama over pannitu irrukan🤣🤣,
C001965,Tanglish,Offensive,Older me ---- engineer aganum miss Me know ----- Yedhuku engineering padicheyno,
C001967,Kannada,Offensive,Shali ಲೈ ತಗಡು ನೀನು ಹಿಂದು ಧರ್ಮದ್ವನೆನೊ ಆಥವಾ cross ನೀನು,
C001969,Tanglish,Offensive,Enada posukunu Virginia ilaya nu ketuta?,
C001970,Tanglish,Offensive,Dislike potavan soothula Katti vanthu savaan,
C001971,Telugu,Hate Speech,నిజంగానే ఈ పాప తొడ చాలా చాలా బాగుంది,
C001972,Tanglish,Offensive,dei pongada ningalu unga teaser uh nethu ennamo thalapathy record ah break pannuvinganu but ippa enna achu ithuku tha chinna pasangala over ah adakudathu nu solluradhu ninga innum valaranum thambi complain kudingada,
C001979,Tanglish,Hate Speech,likes ku picha kekravangala enga pa irkeenga,
C001980,Tanglish,Offensive,Ita yavudu release panna udunga ya,
C001984,Roman Telugu,Hate Speech,avasaram ayithe shaving kuuda chestaaru prabutyodoyogulu adhi vaari ishtam,
C001988,Tanglish,Offensive,Kathi movie song tune pole ond,
C001989,Telugu,Hate Speech,కేతిరెడ్డి గారు మీరు తిరగడం తప్ప ప్రభుత్వం నుండి నిధులు ఏమైనా తెస్తున్నారా.,
C001990,Tanglish,Offensive,Hoo hoooo .... majha agayaaaa dill irnda yarawad koda release pannangda papoon ...,
C002000,Tanglish,Offensive,mersal movie song teaser release dislike therikka viduvama,
C002007,Roman Telugu,Hate Speech,Elagaina vastadu mee dhulaa thirustadu.,
C002019,Tanglish,Hate Speech,Kangana wiLL nail it.. no doubt... But evlo censor Panna porangalo.. edhirthu evlo attagassm Panna porangalo...,
C002021,Kanglish,Offensive,Nam mane gu bandida,
C002029,Tamil,Hate Speech,அழுக்கு எங்க மேலயும் கொஞ்சம் இருக்கு பாப்பா ஆனா உங்களிடம்(ஆன்ட) இருப்பது அனைத்தும் அழுக்குதான் பாப்பா,
C002033,Tanglish,Offensive,Ellam ok entha harrish ah nenacha payama eruku,
C002034,Kanglish,Offensive,Pogaru barthide wait Madi guru,
C002035,Roman Telugu,Hate Speech,naa life mottam loo forward cheyakunda chusina veediyo super interview shiva bhaiyya,
C002036,Tanglish,Offensive,1:20 Neenga Ena da Pani vachurukeenga,
C002040,Roman Telugu,Hate Speech,Inni rojulaki veedni correct ga dengaruuu,
C002046,Tanglish,Hate Speech,Saathi sandaiya uruvakkuravanalaam oru appanukku poranthurukkamaattanunga........,
C002047,Roman Telugu,Hate Speech,meeru nijamgaa maid fore each other asalu my vlogs vanmo navvi navvi naa kallalo nunchi water vachesindi hope you will doe more and more videos,
C002048,Kanglish,Hate Speech,Telegram olag ella sigtirbekadre jana yak theotor ge hogtar heli.. Actully edu big mistek,
C002058,Tanglish,Hate Speech,enda pachaiya enga Mahesh babu vode bharat enu naanu paathu copy adichitangale da...,
C002059,Roman Telugu,Hate Speech,ooha garu mea ammai mea laage untundi,
C002060,Kanglish,Offensive,Kelly hinge matad tidre adne madtini...,
C002061,Tanglish,Hate Speech,Na adhiil fan dha. Ana indha padam flop uh,
C002063,Kanglish,Offensive,Harsith venktesh yake comedy anusathva... Kastadalli idhavarige help maadi punya siguthe,
C002068,Tanglish,Offensive,Aiyo yenga veetla chutti TV varathey!!,
C002069,Telugu,Hate Speech,"రోజా భాష వల్గర్ భాష,",
C002075,Roman Telugu,Hate Speech,suni anna comedy naa mazaka,
C002083,Tanglish,Hate Speech,so sad i don't like that full flim,
C002087,Tanglish,Offensive,Mokaya erukya.. Teaser ey nala erunthuchu,
C002088,Tamil,Offensive,Mark My Words ஏன் டயலாக்தான் சூர்யா படத்துல சொல்லி இருக்கா அப்படி என்ன தமிழ் நாட்டுல ஒருத்தன் கதறுவான் பாருங்கள்,
C002089,Kanglish,Offensive,100 million agalla BRO,
C002091,Roman Telugu,Hate Speech,raja singh kalthi maal ammutharu and rowdy gunda,
C002093,Tanglish,Hate Speech,ENDA TRAILER KUM EVANDA DISLIKE PODURADU CHI KEVALAMA ELLA,
C002098,Tanglish,Hate Speech,Sumave bakthals kadharuvanga idhuula rajiniya vare elthu theruvula vootinga harshaa theeta poranga,
C002101,Roman Telugu,Hate Speech,Vadanam kavalanta daniki... NTR ne burst patinchindi.. Sexiest..,
C002102,Tanglish,Offensive,Villain BGM - Man of Steel (Superman) du ache.. edu Siva ku irunda nala irukum,
C002103,Tanglish,Offensive,Ilayaraja nu solltu beethoven music oodudhu,
C002104,Roman Telugu,Hate Speech,super dance master johnny,
C002105,Tanglish,Hate Speech,"Jathi Veri piditha mirugangalal Matumae ipdi Oru padathai kuduka mudiyum, paratavum mudiyum.. Grow up guys...",
C002106,Tanglish,Hate Speech,dis like panra ellaru maadu muttithan d saava poringa,
C002108,Tanglish,Hate Speech,mass 10 m views ajith fans umbu,
C002112,Tamil,Hate Speech,டேய் என்னங்கடா ஜாதி ஜாதினு இப்படி நக்குறிங்க ....ஆடு மாடு நாய் கிட்ட நீ என்ன ஜாதினு சொன்னா உன்ன கும்புடுறன் சாமினு சொல்லிட்டு போகுமா....இல்ல கன்டத தின்னுற பன்னிகிட்ட தான் நீ என்ன ஜாதினு சொன்னா அதுக்கு புரியுமா,
C002113,Kanglish,Offensive,kumarab guru ve.... aha comment maddhavn hesru nodo....nanalla kano,
C002115,Tamil,Hate Speech,பரிஏரும்பெருமாள் அசூரன் ஏன்டா நீங்கநல்லவங்கமாதிரி அடத்தவனகெட்டவன் மாதிரி ஒங்கலுக்குமட்டுந்தான் எடுக்கதெரியுமா ஒங்கலுக்கு அடிச்சான்டா சாவு மனி,
C002117,Telugu,Hate Speech,అన్నా కాస్త జాగ్రత్త వాళ్లే అనుకోని లోపల నుండి దేంతోనన్న విసిరేరు కాస్త గ్యాప్ ఇచ్చి పోతండే Love you Anna నీ కష్టం వృధా కాదు,
C002121,Kanglish,Hate Speech,Dboss murkha abhimani galu,
C002126,Roman Telugu,Hate Speech,Yedichav le copy cat veshalu nuvvu,
C002127,Roman Telugu,Hate Speech,​debate la lo paalgone TRS naayakulaku edhutivaarini maatladaneeyakapovadam samskaaram kaadhu,
C002133,Roman Telugu,Hate Speech,prati oka interview loo chaalaa cool gaa matladataru nijaalu nirbhayamga chebutaadu evadanna emannah anukoni neenu cheppedi chepta anukune vyakti argievy,
C002135,Roman Telugu,Hate Speech,"Sollu cinema, oka move ayina oka splist boxer move ayinatu unda baddakam punch lu, lazyy moves ,",
C002141,Roman Telugu,Hate Speech,super raa china,
C002142,Tamil,Hate Speech,நிச்சயம் இப்படித்தான் படம் எடுக்கனும்னு பணமும் கொடுத்து திரைக்கதையும் எழுதி கொடுத்து எவரோ ஆட்டுவித்திருக்கிறார்கள்.. சமூகத்தை அடி ஆழம் வரை கீறி பகைமையை வளர்க்க உருவாக்க பட்டிருக்கும் படம்.. ஆபத்தான தும் கூட..,
C002152,Tanglish,Offensive,"VCK thazhthapetta makkalukke apamanam hindu virothi karuma Don't hate all bc , obc Support drupathi",
C002155,Tamil,Offensive,Hey இது 96 யார ஏமாத்த பாக்குறிங்க 🤣🤣🤣🤣,
C002157,Tanglish,Offensive,Hey last vara music kathi music la avan pathutla avana copy adichitanpa,
C002163,Tanglish,Offensive,Innu neraya neraya neraya flop kuduuuuu,
C002168,Roman Telugu,Hate Speech,inkaa saavaledhu le vaadu baane sacchaadu yedhavakanipisthoone vundhigaa,
C002171,Kanglish,Offensive,jana theatre ge bandilla aadrinda collection kadime aagide,
C002172,Tanglish,Hate Speech,vedalam teaser likes 145k but bairavaa teaser likes 171k beated vedalam teaser in just 2 days!!!!!,
C002173,Roman Telugu,Hate Speech,vedu avvadu ra child artist aaaaa antha over action minguthunnadu,
C002183,Kanglish,Hate Speech,Song likers 119k and Rakshit Shetty nodi urkoloru (unlikers) 1.7,
C002184,Tanglish,Hate Speech,Vedha 2.0 fans hit like 🤟,
C002187,Tamil,Hate Speech,எங்கள் மண்ணை தொட்டவன் கால்கள் எங்கள் நிலத்தில் உரமாகும்... எங்கள் பெண்ணை தொட்டவன் கைகள் எங்கள் அடுப்பில் விறகாகும்...,
C002189,Kanglish,Hate Speech,Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,
