comment_id,language,category,comment
C049879,Roman Telugu,Hate Speech,Migataa pannendu gantalu bathrooms clean cheskuntavara dyper aadhi
C049889,Roman Telugu,Hate Speech,Vadu oka Pulihora jagan gadu
C049896,Roman Telugu,Hate Speech,rip mahesh garu kaneesa parignaanam unnavaallaku kuudaa arthamayyelaa chepparu ardham kaanivaariki bhagavanthudu ghnaanam ivvali anikorukuntunnanu vaastavaalanu angeekarinchinappude tappulanu sarichesukogalam
C049899,Kannada,Offensive,ನಿಮ್ಮ ತಂದೆ ಸಾಕಷ್ಟು ದುಡ್ಡು ಮಾಡಿದ್ರು ಆದ್ರೆ ಬೇಡಿದರು ಕೆಲಸಗಳ ಅನಕ್ಷ ಕವಾಗಿ ಖರ್ಚು ಮಾಡಿ ಸೋಕಿ ಮಾಡಿ ದುಡ್ಡೆಲ್ಲಾ ನಾಲ್ ಮಾಡಿದ್ದೀರಾ
C049901,Telugu,Hate Speech,పూర్తిగా విన్నారా...అయన స్పీచ్ లో ఎక్కడైనా 3 రాజధానులు మాట ఉందా... మీ పచ్చ రంగు పోదు
C049915,Tanglish,Hate Speech,Rajini ah kalaichadha vera level hey ithu 96 uh yaarah emathuringa
C049918,Roman Telugu,Hate Speech,return loo bocha nuvvu teesukoni unte super laughter vachedi brow
C049922,Kanglish,Offensive,Stupid Fans war ge antha bandre nimmakkan minda naanu samskrutha innu start madilla ninge beku andre helu start madona
C049923,Tanglish,Offensive,Ena da inagyum mimicry ah .
C049925,Tanglish,Offensive,Dei #Pink padam paathurukeengala ilaya da 🤦‍🤦‍ fight lam vechirukeenga 🤢🤮
C049939,Roman Telugu,Hate Speech,Nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunnav
C049941,Tamil,Offensive,நல்ல மனிதரான ரஜினியை கிண்டல் பண்றிங்களா டா படம் கண்டிப்பா ஓடாது
C049946,Tanglish,Offensive,Epadiya jathi padam. Ponnu padama edungada. India vallarasu agidun. Pogada nigalun unga jathi padam. Anda parambarai penda parambarai nu vadhuduraga da.
C049949,Kannada,Hate Speech,ನೀನು ಸೂಪರ್ ಗುರು ಆದರೆ ನಮ್ಮ ಈಗಿನ ಯುವ ಜನತೆ ಯಾಕೆ ಎ ತರ ಸಮಯ ಅಲ್ಮಾಡ್ತಾರೋ ಗೊತ್ತಿಲ
C049953,Tamil,Hate Speech,"ஒவ்வொருத்தனும் தன் சாதி பெயரை சொல்லி... படத்தை வாழ்த்தும்போது... இன்னும் பல நூற்றாண்டுகள் ஆனாலும் சாதி வெறி பிடித்த தமிழ்நாடு முன்னேறவே முன்னேறாது... தூ,ஊ தூஊ கேவலமா இல்ல... இந்தப்படம் தடை செய்யப்பட வேண்டும். சாதிதான சமூகம் என்றால் வீசும் காற்றில் விஷம் பரவட்டும்."
C049954,Tamil,Hate Speech,உங்களை போன்ற ஜாதி வெறி பிடித்த நாய்காலம் எங்கள் அண்ணா சீமான் சொன்னதை பொல் என்னடா புடுங்கன ஜாதி நீ
C049963,Tanglish,Offensive,kathikite irukan... nthng new.. same as s1 nd s2
C049967,Tanglish,Offensive,Bigil vida indha trailer nalla irukae🤔🤔🤔
C049970,Tanglish,Offensive,ennangada padam muluka nightlaye eduthurupinga pola......
C049974,Tamil,Hate Speech,"10 (average) பொண்ணுங்க வீட்டுக்கு நாக்கை தொங்க போட்டுட்டு இவனுக போறது, அவளுகளும் சீரி சிங்காரிச்சிட்டு 10 ஆம்பளைங்க முன்னாடி போய் போஸ் தரது. இவனுக எவ்வளவு வரதட்சணை தருவனு கேட்கறது அவளுக எவ்வளவு சொத்து வச்சிருக்கான்/சம்பாதிக்கறதுனு கேட்கறது. கல்யாணம் ஆனா பிடிக்கலைனாலும் இவளுக அவனோட படுக்கிறது, அவனுக வெளியில் affair வச்சிட்டு இவளுகளுக்கு வாழக்கை முழுக்க சாப்பாடு போடுறது. இப்படி arranged கல்யாணம் செஞ்ச , காதல் கல்யாணம் செஞ்சிட்டு உயிரை கையில் பிடிச்சிட்டு ஊரை விட்டு ஓடி போறவங்களை பார்த்து நாடக காதல், பணத்தாசை பிடிச்சவங்கனு சொல்லுதுங்க. எல்லாம் நேரம்."
C049981,Tanglish,Hate Speech,Dey pools.....crt ana time ku trailor ah vitrukanuga..... Engada sarkar Teaser ah beat panichu 🤣🤣🤣🤣childra koothingala
C049988,Kanglish,Offensive,Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪
C049990,Tamil,Hate Speech,தமிழகத்துல உள்ள அம்புட்டு சாதிய சார்ந்தவங்களும் இப்படத்தை வரவேற்க்கும் போது ஒரு சாதி மட்டும் எதிர்க்குதுனா தப்புல நீ விதைத்த விதையொன்று உன் காதல் நாடகத்தை அறுக்க காத்திருக்கும்
C049992,Roman Telugu,Hate Speech,walla kosam nae life risk chesukoku
C049998,Tanglish,Offensive,Ithuku admk panna Amma statue eh paravala pola Vijay sir ungaluku blue sattai thaa crtu
C050000,Telugu,Hate Speech,చాలా బాగా చెప్పారు అన్న మొదటి ఉదాహరణ వుంది అది మాత్రం మామూలుగా లేదు సూపర్ అసలు
