comment_id,language,category,comment,english_translation
C022206,Tamil,Hate Speech,மொத்த 9 களுக்கும் ஒத்த சாதி ஆம்பளதான் எதிரியா,
C022207,Kanglish,Offensive,Unique tune.. Ade thamte,
C022208,Tanglish,Offensive,Po da thevidiyaa paiya,
C022212,Tamil,Offensive,சூர்யா படம் வந்தாலே ஏன் ஆமைகள் வரிசையா வந்து அழுவுது,
C022213,Tanglish,Hate Speech,Neruppil pirandhaval ...varugiral... asurargalai theekkiraiyakka...andru manabangam seidhavanin udhirathai thalaiyil theithaval....indru naveena draupathiyaga varugiral pennaiyum mannaiyum thodubavargalai veezthuvadharku....,
C022217,Tanglish,Offensive,Kaasa micham panna paatha Sathiyama music nalla irukkadhu,
C022220,Roman Telugu,Hate Speech,west godavari loo adhee jarigindi,
C022223,Roman Telugu,Hate Speech,beautiful medam,
C022228,Telugu,Hate Speech,ఇలాంటి వీడియోస్ పెట్టి మా పరువు తీయకండి,
C022230,Tanglish,Hate Speech,Nadaga kadhal oorula apadi yevlo nadakudhu sollunga paapom . Thappu na yellamae thappu than othukuren. Ana nigalam ooruku veliya oru theru irukume adha konjam thirumbi kuda paakadhavanga nigalam needhi neram nu pesum bodhu than comedya iruku.,
C022237,Tamil,Hate Speech,உயர்ந்த சாதி தாழ்ந்த சாதி இந்த வேறுபாடு எப்ப வந்துச்சு யாரால வந்துச்சு அதை சொல்லிட்டு சாதிய பத்தி பேசுங்கப்பா .... வன்னியன் சத்ரியன் கவுண்டன் சத்ரியன் தேவன் சத்ரியன் இன்னும் யார் யாரோ சத்ரியன் னு சொல்றவுனாக எல்லாம் யப்பா ஆண்ட பரம்பரைகளா இந்த ஒடுக்கப்பட்ட பயலுக ல விடுங்க அவனுக கோவிக்குள்ள கூட வர வேணாம் நீங்கல்லாம் நல்லா போய் கருவறைல சாமிய கும்புடுங்க பா .......போய் பிராமண ண்ட போய் நான்தான் ஆண்ட பரம்பரை நான்தான் சாமிய தொடணும் நீ போடா பொட்ட பயலே னு மட்டும் சொல்லுங்க உங்க புடுக்கு இருக்கானு பாப்போம் ....,
C022243,Tanglish,Offensive,Porambokku jayam ravi...Marriage ku thalaivar kaiyala thali eduthu katitu...molla Mari badu,
C022244,Tanglish,Offensive,Background le visuvasam bgm maathiri enaku mattum than kekutha ? 🤔,
C022245,Tanglish,Offensive,sema thala u r great intha character ah vj ku kudutha sathiyma mokka potrupan,
C022250,Roman Telugu,Hate Speech,ii 75kurma bhaarataswaatantra deshaaniki nijamaina geept icchaavu anna nuvvu desamloni prativaadu garvapadela vundhi,
C022253,Kannada,Hate Speech,ನಮ್ d boss ಶಾಟ ಕ್ಕೂ ಸಮ ಇಲ್ಲಾ...ಮಗನೇ... ಅವುನ್ ಮಾಡಿದ ಫಿಲಂ ಅಷ್ಟು ಎಕ್ಸ್ಪೀರಿಯೆನ್ಸ್ ಆಗಿಲ್ಲ ತುಲ್ಲರೆ ಮಾತಾಡ್ತೀಯಾ ಹಾದರಗಿತ್ತಿ ಮಗನೇ.... lo mari evrella one film madi buildup tagotare... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ ಅಲ್ಲೇ ಕ್ರೇಜ್ ಹುಟ್ಟಿ ಹಾಕಿದವರು.... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ (ಮೆಜೆಸ್ಟಿಕ್ )ಫಿಲಂ ರಿಲೀಸ್ ಆದಾಗ.. ನಿನ್ ತುಣ್ಣಿ ಇನ್ನು ಬಲ್ತು ಇರ್ಲಿಲ್ಲ ಗೂಬೆ ತುಲ್ಲಿಗೆ ಹುಟ್ಟಿದ್ ಬೋಳಿಮಗನೇ ನಿಮ್ಮ ಅವ್ವ ಸೂಳೆ,
C022257,Roman Telugu,Hate Speech,jai megastar ii director good movies teesaadu,
C022258,Tanglish,Offensive,Padipa vachitu namalalaiyum onnum panna mudila chithambaram!!,
C022273,Tanglish,Offensive,Viswasam trailor 2 hrs la vandha like kooda indha trailor ku ithana naal la varala,
C022277,Roman Telugu,Hate Speech,"Volunteer chesedhi seva.. Praja seva oka rakamga... Adhi emi govt job kadhu, choppinavanni thala upu kunta cheyani ki. Time paduthundi andhariki anni chusukoni, vallaku help cheyali ante. Volunteer anevaru help chese vallu, society ki, andhukani help chepinchukondi anni Musukoni.. Pani kadhu chepinchukovalsindi.",
C022281,Tamil,Hate Speech,கொல்லிக்கட்டையை வச்சி காதல தீச்சி விட்டுங்க தொல்லையே இருக்காது.,
C022284,Roman Telugu,Hate Speech,100rs revanth batch chi chi Congress ki deposit kuda radhu,
C022285,Tanglish,Hate Speech,confirm padam flop aaga pothu......waste....tamil makkalukku edukka sonna...ivanunga english padatha tamilla dup pannirukkanga..... karumam da,
C022288,Tanglish,Offensive,Evlo periya padam ah irundhalum tr ku 600mb dhan,
C022290,Tanglish,Offensive,Did anyone noticed ayas and kutty munji,
C022296,Kannada,Offensive,ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ,
C022300,Kanglish,Offensive,vinu Hindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde,
C022302,Roman Telugu,Hate Speech,Siguu vundali mokaniki la......a,
C022307,Tanglish,Offensive,Atlee sir.....MounaRaagam kathaiya suttu Raja Rani panninge.....Vijayakanth nadicha Chatriyan kathaiya suttu Theri pannithinge....aduthathu enna?,
C022308,Tanglish,Hate Speech,15k dislike blue sattai kuruma grp thana kathari savanga,
C022309,Roman Telugu,Hate Speech,bagunnaru talli kodukulu story,
C022311,Tanglish,Offensive,Evanachum trailer epadi irukunu solltrana paru🤣,
C022315,Telugu,Hate Speech,"Aa reporter laffut gaadu....aa girl correct ga ne cheppindhi, first lo ne ఆమె చెప్పింది Virat Kohli ishtam ani l, malli vaade cricket ఎవరంటే ఇష్టం అని అడుగుతున్నాడు, వాడికి అసలు knowledge undho లేదో na doubt",
C022317,Tanglish,Offensive,Ennada nerkonda parvai mathiri iruku bgm agree,
C022322,Roman Telugu,Hate Speech,AnnA malla reddy NV me college lo fee thakuva cheyu Chalu NV kaarmikulani billionaires chesthava,
C022324,Tanglish,Offensive,Sathyama indha trailerah dis like panna romba kastam avangaluku vera ena pudikumnu terla,
C022328,Kanglish,Offensive,Lo Nan magne,
C022333,Roman Telugu,Hate Speech,vammooem anna action aah ii action movie loo chaalaa hits vachevi,
C022336,Tanglish,Offensive,Enn@ Kodum Sir Ethu . . .,
C022337,Tanglish,Offensive,Yaarellam Trailer Paakama Like Panninga .??? Inga Like Podunga,
C022344,Tamil,Hate Speech,தமிழ்நாடு தச்சு ஆசாரி... சங்கம் சார்பாக இந்த படத்தை வரவேற்கிறோம்.... எல்லா நம்ம தமிழ்நாடு அரசாங்கம் அடித்தட்டு மக்களாக இருப்பவங்கள... முன்னேற்றி பிழைக்க தான் வழிய கமிச்சாங்க... அதுக்காக ..... இருக்க இடம் கொடுத்தா படுக்க இடம் கேப்பாய்களா...,
C022348,Kanglish,Offensive,Parthasarathi hogo sede gayash gojjekesari released in nayimari tunne,
C022351,Tamil,Offensive,அட்லி புதுசா ஒரு ஸ்கிரிப்ட் இருக்குன்னு சொல்லுவான் நம்பாத,
C022353,Tanglish,Hate Speech,Wow mind blowing singampuli sira kuda seriousa katirukanga,
C022357,Tanglish,Hate Speech,Dei over built up ah irukkey..thambi Intha padamachu oduma?,
C022358,Telugu,Hate Speech,బాగా చెప్పారండి ఇలాంటి వాళ్ళని మళ్లీ గెలిపించుకుంటే ఇంకా బూతులకు హద్దు పొద్దు ఉండదు ఏమాత్రం సంస్కారం ఉన్నోళ్లు అలాంటి వారికి ఓట్లు వేయరు,
C022360,Telugu,Hate Speech,ఆ శ్రీ గాడిమీద ఆంక్షలు విధించారుశ్రీ మోహన్ బాబు గారు శ్రీ బాలయ్య బాబు గారు దిల్రాజు గారు ఇంకా చాలా మంది నిర్మాతలు నిర్ణయం తీసుకున్నారు,
C022361,Roman Telugu,Hate Speech,Vidu vidi Kullu jokulu thuuuu,
C022367,Roman Telugu,Hate Speech,Alaga pogidikoni seda dengaru andaru,
C022369,Kannada,Hate Speech,ಲೈಕ್ ಮಾಡಿ ಇಲ್ಲ ಅಂದ್ರೆ ನಿಮ್ಮನೆ ದೇವ್ರು ಶ್ರೀ ಮನ್ನಾರಾಯಣ ನ ಮೇಲಾಣೆ.nnHANDS UP...,
C022375,Tanglish,Offensive,Arunvijay Masssssssss Avarukkaga matttume Padam paarpan,
C022376,Roman Telugu,Hate Speech,dengethe desam pothadhi ball degradun beyy dehradun,
C022377,Roman Telugu,Hate Speech,Geniune banner and andharu chala hardwork chestharu,
C022378,Tanglish,Hate Speech,Ajak Ali Baadu Pans - enga irukinga? Summa kanna mulichu dislike potu time waste pannama poi thoongunga - ellam vayasana naainga dhan late night kannu mulikadhinga...,
C022383,Roman Telugu,Hate Speech,beautiful gaa cheppav raja,
C022395,Telugu,Hate Speech,చాలా కష్టపడ్డారు అన్నయ్య అందుకే అంత మంచి హోదాలో ఉన్నారు,
C022396,Tamil,Hate Speech,பொள்ளாச்சி காதல் விஷயம் இருக்கா படத்துல.. அவிங்கள விட்டுட்டா படம் முழுமை பெறாதே... இன்னும் யோக்கியமா காட்டி படம் எடுக்கலாம்..ரொம்ப நல்லவங்களா பொள்ளாச்சி காரண காட்டுறிங்க நம்பிட்டோம்.. அட போங்கடா.,
C022398,Tanglish,Hate Speech,Enada RAJINI ya ipdi senju vitutinga🤣,
C022400,Tamil,Hate Speech,"Palli, kalla, maravan, vellalaru, கவுண்டன்,, நாய்க்கர் உங்க எல்லாத்துக்கும் ஆண்மை இருந்த ஏன் உங்க பொண்ணுங்க எங்கள தேடி வருது.... போய் முதல்ல சேலம் சித்த வைத்தியரை பாருங்க... அப்பறமா வந்து எங்கள எதிர்த்து படம் எடுங்க.....",
C022407,Tanglish,Offensive,"2017 Dec munnadi, thalaivar naan arasiyaluku varuven nu sonna oru video proof uh kaatunga ?",
C022409,Tanglish,Offensive,Dai entha trailer pudekama polambura naigala... ungala Enna solli thitturathu nu Theryala Goatha baadu....,
C022410,Tanglish,Offensive,Inda padathilayum nithya menon out ah??,
C022412,Tanglish,Offensive,Poga da madda nallave illa su,
C022413,Tanglish,Offensive,Viswasam enna aaka pokutho... Pongal avalavum thaanah,
C022415,Telugu,Hate Speech,డాన్స్ లో ఆయన్ని మించలంటే మరో చిరంజీవి రావాల్సిందే,
C022421,Kanglish,Offensive,Prasad yen yogyathey. Chappar. 3000 gintha hechchu cinema nodidheeni naanu. Nann abipraya kotrey yeno boli magane muddhey thinna louda. nThooo!!,
C022426,Tamil,Hate Speech,திருட்டு வண்டியும் திருட்டு போனும் வச்சிகிட்டு இவனுங்க பண்ணுற அலப்பறை இருக்கே............. பிச்சைக்காரன் மாதிரி பள்ளிக்கூடம் வாசல்ல நின்று சின்ன பொண்ணுங்கள மயக்குவது.... மட்டி பு***,
C022439,Tanglish,Offensive,Intha Mari ponungaluku ela ipdi tha nadakum Thala: apdi ela nadakathu Nadakakudathu,
C022440,Kanglish,Hate Speech,Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,
C022443,Tanglish,Offensive,Trailer pakurathuku munnadi vijay fan eppo thala fan,
C022449,Tanglish,Hate Speech,"Ada Ena bro title idhu kaapan oopannikitu , better ah oru title kudava kidaikala ungaluku",
C022450,Tanglish,Offensive,Rajesh m.selva engada ennoda thalaivan name Vikram,
C022462,Kannada,Offensive,ನನಗು ಕನ್ನಡ ಸಾಕು,
C022466,Tanglish,Offensive,ellam singam padathalayum kathitae iruntha yepade .cotton selavu athigam aguthula,
C022468,Roman Telugu,Hate Speech,Papam erry flower ayipoindu,
C022475,Tanglish,Hate Speech,Summa alluthu ppa Ovvoru frame um puthusa irukku FDFS LOCkED,
C022481,Roman Telugu,Hate Speech,sinee kalaamatalli muddubidda megastar chiranjeevi garu hatsoff too you annaiah,
C022486,Telugu,Hate Speech,సార్ మీ తండ్రి కొడుకుల పాత్రలు చాలా సూపర్ గా ఉంటాయి సార్ నాకు కూడా ఇద్దరు కొడుకులు వాళ్లతో ఎప్పుడు ఇలాగే కామెడీగానే ఉంటాను,
C022487,Telugu,Hate Speech,చిన్న అవుట్ సోర్సింగ్ ఉద్యోగులం మమ్మల్ని బాధపెడుతున్నావు ..త్వరలో మీ నాన్న దగ్గరికి వెళ్తావు రా,
C022490,Tanglish,Hate Speech,Dei ara loosu koodhigala.. 96 la rajini politics varuven nu sollave illa.. idhunga loosu thanama teaser la podraan na.. vekkame illaama ellaa thaayolingalum #comali team ku oombi vidraanga ...,
C022492,Tanglish,Hate Speech,"Caste Ella Ella soldringa,,,,,,apuram enda eda odihukudnu 20%,30% tharinga,,,,,,,. adhula ellaya da caste ,,,,,,,,,,apuram enda entha govt job kum community certificate kekuringa,,,,,,,",
C022494,Tanglish,Offensive,Thalaiva back.....kola gandula irukan oth*** odiru,
C022497,Roman Telugu,Hate Speech,Ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,
C022501,Roman Telugu,Hate Speech,Jagan KD No1 behavior is like Thuglaq after some time Jagan KD No 1 will make 30 Capitals in AP Jagan will ask Modi to make 4 Capitals for INDIA East West North South Capitals,
C022513,Tanglish,Offensive,Super star na adhu rajini sir mattum tha vera yarunaalayum antha patta tha vanga muditadhu da,
C022516,Tanglish,Offensive,Pa Ranjith...Thiruma sunni avarkalauku intha padam samparpanam Enga v2du ponnuku nagathan da kaaval,
C022521,Tamil,Offensive,அடங்க மறு அத்துமிறு குருமாகான் தீவிரவாத விசிக கு செருப்படி ஜாதி வெறி தெருமாவளவன் 🤣🤣,
C022523,Roman Telugu,Hate Speech,ponniyan selvan nee kuudaa manam mundu undi nadipinchaali mana samskruti nee chatty cheppe prati cinema hit avvali,
C022526,Tanglish,Hate Speech,"Mokka padam ,,, utter flop ha ha ha",
C022538,Kanglish,Offensive,Rashmika ge Burnol Thankodrappa!!,
C022539,Tamil,Hate Speech,இந்த ஒரு டிரெய்லருக்கே சிறுத்தை குட்டிகளின் கதறல் அதிகமாகவே இருக்கும்.. சாதி படம் என்று நடுநிலை என்ற பெயரில் பல நாயிங்க அந்த பரதேசி சிறுத்தை நாயிங்களுக்கு வக்காலத்து வாங்கிட்டு வருவானுங்க நாடகக்காதல் கும்பலுக்கு எதிராக அனைத்து சமுதாயமும் ஒன்று சேரும் நேரம் இந்த படத்தை ஆதரிப்பதின் மூலம் உணரலாம்..,
C022541,Tanglish,Offensive,"Idhula yaaru psycho ? Udhayanidhi ah, mysskin ah illa producer ah",
C022549,Roman Telugu,Hate Speech,Experience lekapothe okasari poyi posani adagandi ra notti dula valani ela deal chesthamo,
C022552,Tanglish,Offensive,Thala ya thaappa cmnt panuravanungalaam corn from kuchikaari movanungaa thaaan,
C022563,Roman Telugu,Hate Speech,Ni over action chalu ra babu,
C022567,Tanglish,Offensive,yar da antha kabali vara solluda avane,
C022570,Tamil,Offensive,என்னடா சீமான் அண்ணன் சிரிப்பு காப்பி அடிக்கிறியா..,
C022574,Roman Telugu,Hate Speech,bjp leaders enta labaor na kodukulu ante rape cheshe vallani brahamin ani cheppi vadilesaru,
C022581,Tanglish,Hate Speech,Ne Yengala thotruka kudathu #Singaram(as)Ravi Naga Thottavata vittathu illa..! #Thappupanitiyea_Ravi #FlopforComali..,
C022582,Tanglish,Hate Speech,Naan adichu slra padam mokkaya tha irkum,
C022584,Tamil,Hate Speech,திக and தெருமா பாய்ஸ் கதறபோறானுக.. அடங்கமறு அத்துமீறு.,
C022587,Tamil,Hate Speech,மொத்த சாதியும் ஒரு சாதிக்கு எதிரா நிக்குது...... என்னா சமூகம் டா இது தூ...........,
C022593,Roman Telugu,Hate Speech,Nuv politics loki vellali anukutunnavemo.. Ila matladithe ninnu address lekunda kodatharu prajalu,
C022596,Tanglish,Offensive,44k views.. But 56k likes ah?????? Howwwww,
C022598,Roman Telugu,Hate Speech,"Apande ra me ranku veshalu, me kullu comedy",
C022599,Tanglish,Offensive,Movie epdi irunthalum kandippa Vikram sir lookkuga movie fdfs Papen... because July 19 my birthday also......,
C022602,Roman Telugu,Hate Speech,Saami Kadha kannaa venakaala nuvv cheppina vivarana baagundi…,
C022605,Kanglish,Hate Speech,Dislike madiroru rashmika kade avre erbeku!,
C022606,Telugu,Hate Speech,అసలు వీళ్లకు విచ్చలవిడిగా ఖర్చు పెట్టడానికి ఇన్ని డబ్బులు ఎలా వస్తాయో?,
C022607,Tanglish,Hate Speech,Thirupathi koyilila kooda ivlo pichakkaranga irukkamatanungada! Like venuma like! Chee thoo,
C022609,Tanglish,Offensive,Aai... Yevanu kaachum ponnttaati pulla Sentiment irunthaa Oodi padhungkiru.Kola kaandula irukkan.Varraar thalaivaru....PETTA PARAAKKKKKK.....,
C022611,Roman Telugu,Hate Speech,ome shree paarvatipataye haraa haraa mahadeva shambho shankara ome namaha shivaya,
C022615,Tanglish,Offensive,Ennaku ennavo kanithan kathai ya konjam modify pannuna maathiri irruku,
C022616,Tanglish,Offensive,Enga Da enga Thalaiva vjs kanom,
C022619,Telugu,Hate Speech,జగన్ & కో కులం మతం ప్రాంతాల మధ్య చిచ్చు పెట్టి చలిమంట కాచుకొనే దండుపాళ్యం బాచ్,
C022623,Roman Telugu,Hate Speech,hanu garu is aaa very decent and dignified person unlike they arrogant petty giramouli hanu garu is very simple and down too earth person best wishes too himm,
C022631,Tanglish,Offensive,13 million views eppa varum inum 2/3 days aaguma,
C022632,Tamil,Hate Speech,எலேய் ரஞ்சித்து எலேய் வெற்றி மாறா நீங்களும் வாங்கப்பா கமெணட்டுகுள்ள....நீ சம்பாதித்த காசுக்கு நேர்மை என்னன்னு இங்க 28லடசம் பேரு சாட்சி சொல்றாங்கப்பா.... மோகன் ஜீயின் கடமைக்கு 100சலாம் நண்பா,
C022635,Roman Telugu,Hate Speech,pawan kalyan gaari range kii taagaa heros laeru,
C022636,Roman Telugu,Hate Speech,4 loo second dhi teesi 1 kii 2 kii madyalo pedithe 4 avutundi order saripotadi,
C022643,Roman Telugu,Hate Speech,pavankalyan gaari navvu loo neeti nijayiti untundi,
C022648,Telugu,Hate Speech,Kgf chapter 1 ఫ్లెక్స్ చూసి జాని మాస్టర్ అనుకున్న ఫస్ట్ యాష్ రామ్ చరణ్ జాని ఒకలాగే ఉంటారు,
C022649,Roman Telugu,Hate Speech,RAJAKEYALUHAMELUNERAVERAKUNTEVEPAKCHALUAKADAPRAJALUNELADHESHTHAR,
C022653,Tanglish,Offensive,Thuppakki padathaium theri padaththaium peranmai padaththaium copy adichi irukkanuga puthusa yedukkave maattingala,
C022654,Tanglish,Offensive,dei thala naingala ssaavungada seel vanthe saavungada ippo vanga daaa theriiiii is onthe wayyy!!!!!!,
C022656,Roman Telugu,Hate Speech,ekkada nuchi vostaayi brow ee aalochanalu,
C022660,Tamil,Offensive,திரு மாமா வளவன் தேவிடிய பையனுக்கு சமர்பனாம்,
C022663,Kanglish,Offensive,kumarab nan yavagloo compare maddhe...,
C022665,Kanglish,Hate Speech,Nam salwagi kadiyali eddu kasta padtare army dauaru but ewrige tiktok du hatide thunima India dali edre India jana hage erli thoo nima chanagi matadiya anna tq,
C022669,Roman Telugu,Hate Speech,sukravaaram sukravaaram station kii vacchi santakampettu,
C022671,Telugu,Hate Speech,పక్కోడి మీద ఉండే ఇంట్రెస్ట్ లో సగం మనం చేయాల్సిన పని మీద ఉంటే చాలా బాగుంటుంది,
C022672,Tanglish,Hate Speech,Itha unlike panravanum naatupatru illathavanum onnuda,
C022685,Roman Telugu,Hate Speech,johnny anna arcy annatho kalisi hero gaa chesthe chuudaalani vundhi,
C022686,Telugu,Hate Speech,ఇద్దరు నిజాయితీపరుల మధ్య గొప్ప సమరం దొందూ,
C022688,Roman Telugu,Hate Speech,Enno kullu jokulu chusna bhayya Kani idi peaks,
C022689,Kannada,Offensive,nayak ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ,
C022698,Tanglish,Offensive,sam c vikram vedka thema vidamaatru pola irukku.,
C022701,Kannada,Offensive,Parthasarathi ನಂದಿನಿ ಅವ್ರೆ ನಿಮ್ಮ ಹಾಲು ತುಂಬಾ ಕಾಸ್ಟ್ಲಿ ಅಂತೇ ಹೌದ,
C022702,Roman Telugu,Hate Speech,neevu devudu saami,
C022708,Roman Telugu,Hate Speech,real anuska maam mea kuu naa brother biggest phone,
C022709,Tanglish,Offensive,Enna da ivan kekka bekka kekka bekka short film ah apdiye eduthu vachirukan,
C022724,Kannada,Offensive,Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿಮ್ಮ ಅವ್ವ ಬಸುರಿ,
C022733,Tamil,Hate Speech,சங்கி பக்தாள் தேவிடியா பையலுக கதறுவானுங்க இது தான் நாங்க ஆண்டி இந்தியன்ஸ்....,
C022734,Tamil,Offensive,நாட்ல நல்ல நடிகர்களே இல்லையா? திறமையயை நம்பாமல் பணத்திற்க்காக உதயநிதியை நடிக்க வைத்ததற்காகவே இந்தப்படம் தோல்வியடையும்,
C022745,Kanglish,Hate Speech,Bari olu nan makla,
C022746,Tanglish,Offensive,Bigil aadhu mairadhu ...... Kaithi Vera lvl,
C022748,Kanglish,Hate Speech,Remake mado herogaliginthanE thara swamake madoru bekunNam industry genRemake yella wastenSwamke is best,
C022749,Roman Telugu,Hate Speech,ravali pavanjai janasena,
C022755,Roman Telugu,Hate Speech,Arey cheppu tho kodatha,
C022759,Tanglish,Offensive,Theatre padam pakkanum solli veriyilla erikken....evanavadu piracy solli net la padaththa vitta.......thalavaroda kolaveriyan mavane koluththama vidamatten.....,
C022761,Tanglish,Offensive,Dialogue saguradha irundalum sanda potu saganum sir kai kaal la vilundhu saaga kudadhu,
C022763,Tanglish,Offensive,Ithu yaroda story nu first eh clarify panidunga Padam release agum podhu yaru story nu adichikadhinga,
C022768,Kanglish,Hate Speech,Navalla guru politicians change agbeku kachda galu,
C022771,Roman Telugu,Hate Speech,argievy tho anta vc kaadu,
C022776,Tanglish,Offensive,What a stunning visuals Karthi therikka vitrukaru Lokesh kanagaraj,
C022790,Tanglish,Offensive,"thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, ethana per underwearoda oda porangalo.......",
C022791,Tanglish,Hate Speech,jack mathiri pasanga manasula nanja vethajitanga atha thatukka naama puratchi seyyanusemma comedy da,
C022794,Kanglish,Offensive,Helodannu kadime madu antialla desha uddarane,
C022798,Tanglish,Offensive,ipidi than da irumugankum buildup kuduthinga,
C022805,Tamil,Hate Speech,"இட ஒதுக்கீடு எல்லா ஜாதிகளுக்கும் உண்டு காமெடி பீசுகளா. EWC 10%,OBC 27% இட ஒதுக்கீடு உள்ளது. தமிழ் நாட்டில் அதிகம் வரிப்பணம் கட்டுபவர்கள் கலாநிதி மாறன் (திமுக), வெள்ளையன் செட்டியார், ராமசாமி செட்டியார். ரவுடித்தனம் செய்யும் ஜாதிகள் யார் என பலருக்கும் தெரியும். அவ்வளவு ஜாதி வெறி இருந்தால், உன் ஜாதிக்கு தனி நாடு, தனி நாணயம், தனி கொடி வாங்க வேண்டியது தானே. 63 சைவ நாயன்மார்கள், 12 ஆழ்வார்கள் இல்லாதவன் ஜாதி பற்றி பேசுகிறான். ஜாதி வெறி பிடித்தவர்கள் எவனும் மற்ற ஜாதிகளிடம் ஓட்டுக்கு, படிப்புக்கு, வியாபாரம் பண உதவிக்கு வந்தால் மானம் நாறிடும்",
C022808,Roman Telugu,Hate Speech,Aaku puuku theliyandhi kuda judge aipoindhi,
C022810,Kannada,Offensive,Parthasarathi ಸೇಮ್ ಟು ಯು ಅಂತೇ..... ನಿನ್ ತುಲ್ಲುಗೆ ನಾ,
C022818,Kannada,Hate Speech,nayak ನಿಮ್ಮ ಅಮ್ಮ ಹಾದರಗಿತ್ತಿ,
C022820,Kannada,Offensive,Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲು ಕೆಂಗೇರಿ ಮೋರಿ,
C022822,Tanglish,Offensive,Vara vara movie title ku ore confusion na phochi... Already Khatti movie remake in Telugu naming Kaidhi..!!!,
C022834,Roman Telugu,Hate Speech,daani kannah mundu zim lantivi join ii slim avali apudu try cheyochu ivanni,
C022835,Telugu,Hate Speech,హిందూమతం కుటుంబ నియంత్రణ పాటించడం కొంతమంది క్రిస్టియానిటీ కన్వర్ట్ అవ్వడం అవ్వడం వలన హిందూ జనాభా,
C022838,Telugu,Hate Speech,సార్ మీరు 100 కరెక్ట్ చెప్పారు సార్ కాకపోతే ఇండ్ల 100 తప్పు అంటే గవర్నమెంట్ ది ఎందుకంటే అతనికి పర్మిషన్ ఇయ్యడం తప్పు పని ముందు తెలంగాణలో పర్మిషన్ ఈయకూడదు పర్మిషన్ ఇచ్చే చాలా తప్పు పని చేశాడు ఇన్ని గొడవలకు గవర్నమెంట్ మూల కారణం,
C022843,Tanglish,Offensive,2 kids pathieathinga yena ungalku pueiyadh,
C022844,Tamil,Offensive,அது என்னடா சாய் பல்லவி கன்னத்துல சிவப்பா,
C022847,Roman Telugu,Hate Speech,Mere brathukulu inthey eka. Nasanayam aaipotai,
C022849,Kanglish,Hate Speech,sona link a....theatre hogi nodi nim avrindha olle films ge value illa,
C022857,Kanglish,Offensive,K K balegaara banda nin Amman ge bale idsakke dagaar banda nin Amman keyyakke soole magne,
C022858,Tanglish,Offensive,Oruthanavadhu trailer epudi irukunnu solranna paru... Trailer,
C022869,Kannada,Offensive,Raj ninu thika muchho lo yeno artha aythu ninge ಕಾಮೆಂಟ್ಸ್ ಓದೋದು ಕಲಿ 🤣🤣,
C022871,Kanglish,Offensive,Kantirava sari bidi navella kannadigare,
C022876,Roman Telugu,Hate Speech,argievy shishyulu like hear,
C022882,Telugu,Hate Speech,మొత్తానికి యూట్యూబ్ నే కాపురం చేయరా మీకు మా బుద్ధిలకు మానాల్లో లేదు,
C022883,Tanglish,Hate Speech,Yenda graphics ah irumthalum oru niyayam venamada..,
C022886,Roman Telugu,Hate Speech,Crying kadhu Ekkuva Thagesi vunnadu,
C022890,Kanglish,Offensive,Super guru. Chinage huttida sooleaklige saryagi hugididiya,
C022891,Kanglish,Offensive,Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu,
C022898,Tamil,Hate Speech,இப்படி லைக்ஸ் பிச்சை வாங்கி ஸ்விஷ் பேங்க்ல அக்கொண்ட் டா வைக்க போறிங்க,
C022901,Tanglish,Offensive,Rajini siripa vida sethupathy siripu vera level thalaivan sethupathy,
C022912,Tanglish,Hate Speech,Mozhi padam ms baskar mari Samuthirakani 2005 - 2010 la Freeze Aitaru pola Innum This Type movie...Cringe cringe,
C022916,Telugu,Hate Speech,ఈ రోజు ముఖ్యమంత్రి గారు కూడా ఒప్పుకున్నారు సాక్షీ లో వచ్చేవి తప్పని,
C022917,Tanglish,Offensive,19k Haters Idhukkum mela eppadi da trailer yeddukanum Button irukku nu press panniradhu haaaaaa,
C022918,Tanglish,Offensive,33k dislike... Vera yaru Elam vijay fans than,
C022926,Roman Telugu,Hate Speech,telugu loo shesh chaalaa intelligent screenplay raitar chaalaa talent vundhi manodiki,
C022932,Roman Telugu,Hate Speech,pawar star okkade adhi pawan kalyan inca yavaru laeru,
